batch_id,batch_order,review_row,priority,review_action,url,domain,current_review_decision,review_decision_options,evidence_suggested_decision,suggested_review_decision,suggestion_confidence,possible_approval_decision,reviewer_action,suggested_review_notes,suggested_pricing,suggestion_basis,evidence_matched,evidence_match_key,http_status,fetch_ok,final_url,final_domain,form_count,input_count,submit_button_signal,submit_path_signal,directory_signal,auth_signal,oauth_signal,captcha_signal,cloudflare_signal,payment_signal,duplicate_registry_url,fetch_error,checked_at
p2-recheck-003,95,147,P2,verify_directory_fit_before_any_approval,https://blogs.city.ac.uk/sustainable-city/sortingchallenge/sorting-challenge-2014-15,blogs.city.ac.uk,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_auth_required,reject_not_directory,high,,reject_non_directory_source_page,"host/path (blogs.city.ac.uk/sustainable-city/sortingchallenge/sorting-challenge-2014-15) looks like a blog/news content page, not a directory; evidence: login/register signal found; CAPTCHA signal found; 2 form(s), 3 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,"host/path (blogs.city.ac.uk/sustainable-city/sortingchallenge/sorting-challenge-2014-15) looks like a blog/news content page, not a directory",yes,review_row:147,200,yes,https://blogs.city.ac.uk/sustainable-city/sortingchallenge/sorting-challenge-2014-15/,blogs.city.ac.uk,2,3,yes,no,yes,yes,no,yes,no,no,no,,2026-05-22T11:00:02.173Z
p2-recheck-003,128,196,P2,verify_directory_fit_before_any_approval,https://www.cornbeanspigskids.com/2024/08/back-to-school-my-kids-favorite.html,cornbeanspigskids.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_paid,reject_not_directory,high,,reject_non_directory_source_page,"URL path (/2024/08/back-to-school-my-kids-favorite.html) looks like a source article, profile, forum, comment, or issue page; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; Cloudflare/human verification signal found; 2 form(s), 5 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,"URL path (/2024/08/back-to-school-my-kids-favorite.html) looks like a source article, profile, forum, comment, or issue page",yes,review_row:196,200,yes,https://www.cornbeanspigskids.com/2024/08/back-to-school-my-kids-favorite.html,cornbeanspigskids.com,2,5,yes,no,yes,yes,no,yes,yes,yes,no,,2026-05-22T11:02:38.394Z
p2-recheck-003,129,197,P2,verify_directory_fit_before_any_approval,https://www.craftberrybush.com/2017/08/watercolor-lessons-and-free-printable.html,craftberrybush.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_paid,reject_not_directory,high,,reject_non_directory_source_page,"URL path (/2017/08/watercolor-lessons-and-free-printable.html) looks like a source article, profile, forum, comment, or issue page; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; 6 form(s), 23 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,"URL path (/2017/08/watercolor-lessons-and-free-printable.html) looks like a source article, profile, forum, comment, or issue page",yes,review_row:197,200,yes,https://www.craftberrybush.com/2017/08/watercolor-lessons-and-free-printable.html,craftberrybush.com,6,23,yes,no,yes,yes,no,yes,no,yes,no,,2026-05-22T11:02:41.517Z
p2-recheck-003,130,198,P2,verify_directory_fit_before_any_approval,https://www.craftberrybush.com/2025/01/heart-shaped-flower-arrangement-for-valentines-day.html,craftberrybush.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_paid,reject_not_directory,high,,reject_non_directory_source_page,"URL path (/2025/01/heart-shaped-flower-arrangement-for-valentines-day.html) looks like a source article, profile, forum, comment, or issue page; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; 6 form(s), 23 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,"URL path (/2025/01/heart-shaped-flower-arrangement-for-valentines-day.html) looks like a source article, profile, forum, comment, or issue page",yes,review_row:198,200,yes,https://www.craftberrybush.com/2025/01/heart-shaped-flower-arrangement-for-valentines-day.html,craftberrybush.com,6,23,yes,no,yes,yes,no,yes,no,yes,no,,2026-05-22T11:02:44.771Z
p2-recheck-003,131,207,P2,verify_directory_fit_before_any_approval,https://www.demilked.com/just-a-girl,demilked.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,HTTP 403; evidence: HTTP 403,,HTTP 403,yes,review_row:207,403,no,https://www.demilked.com/just-a-girl,demilked.com,0,0,no,no,no,no,no,no,no,no,no,HTTP 403,2026-05-22T11:02:45.979Z
p2-recheck-003,132,209,P2,verify_directory_fit_before_any_approval,https://digitalwellbeing.org/five-reasons-why-chatgpt-is-the-future-of-digital-mental-health-support,digitalwellbeing.org,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_auth_required,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,"login/register or OAuth signal found; evidence: login/register signal found; CAPTCHA signal found; 3 form(s), 12 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,login/register or OAuth signal found,yes,review_row:209,200,yes,https://digitalwellbeing.org/five-reasons-why-chatgpt-is-the-future-of-digital-mental-health-support/,digitalwellbeing.org,3,12,yes,no,yes,yes,no,yes,no,no,no,,2026-05-22T11:02:46.660Z
p2-recheck-003,133,211,P2,verify_directory_fit_before_any_approval,https://www.dinnerwithjulie.com/2017/12/05/nigels-fruitcake,dinnerwithjulie.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_paid,reject_not_directory,high,,reject_non_directory_source_page,"URL path (/2017/12/05/nigels-fruitcake) looks like a source article, profile, forum, comment, or issue page; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; 3 form(s), 19 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,"URL path (/2017/12/05/nigels-fruitcake) looks like a source article, profile, forum, comment, or issue page",yes,review_row:211,200,yes,https://www.dinnerwithjulie.com/2017/12/05/nigels-fruitcake/,dinnerwithjulie.com,3,19,yes,no,yes,yes,no,yes,no,yes,no,,2026-05-22T11:02:55.064Z
p2-recheck-003,134,212,P2,verify_directory_fit_before_any_approval,https://www.dinnerwithjulie.com/2019/12/23/kaiserschmarrn-torn-shredded-pancake,dinnerwithjulie.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_paid,reject_not_directory,high,,reject_non_directory_source_page,"URL path (/2019/12/23/kaiserschmarrn-torn-shredded-pancake) looks like a source article, profile, forum, comment, or issue page; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; 3 form(s), 19 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,"URL path (/2019/12/23/kaiserschmarrn-torn-shredded-pancake) looks like a source article, profile, forum, comment, or issue page",yes,review_row:212,200,yes,https://www.dinnerwithjulie.com/2019/12/23/kaiserschmarrn-torn-shredded-pancake/,dinnerwithjulie.com,3,19,yes,no,yes,yes,no,yes,no,yes,no,,2026-05-22T11:02:59.638Z
p2-recheck-003,135,213,P2,verify_directory_fit_before_any_approval,https://www.dinnerwithjulie.com/2021/11/03/plant-based-deep-n-delicious-chocolate-cake,dinnerwithjulie.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_paid,reject_not_directory,high,,reject_non_directory_source_page,"URL path (/2021/11/03/plant-based-deep-n-delicious-chocolate-cake) looks like a source article, profile, forum, comment, or issue page; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; 3 form(s), 19 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,"URL path (/2021/11/03/plant-based-deep-n-delicious-chocolate-cake) looks like a source article, profile, forum, comment, or issue page",yes,review_row:213,200,yes,https://www.dinnerwithjulie.com/2021/11/03/plant-based-deep-n-delicious-chocolate-cake/,dinnerwithjulie.com,3,19,yes,no,yes,yes,no,yes,no,yes,no,,2026-05-22T11:03:00.799Z
p2-recheck-003,136,214,P2,verify_directory_fit_before_any_approval,https://www.dinnerwithjulie.com/recipes/butterscotch-pecan-mmmuffins,dinnerwithjulie.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_paid,reject_not_directory,high,,reject_non_directory_source_page,"URL path (/recipes/butterscotch-pecan-mmmuffins) looks like a source article, profile, forum, comment, or issue page; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; 3 form(s), 17 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,"URL path (/recipes/butterscotch-pecan-mmmuffins) looks like a source article, profile, forum, comment, or issue page",yes,review_row:214,200,yes,https://www.dinnerwithjulie.com/recipes/butterscotch-pecan-mmmuffins/,dinnerwithjulie.com,3,17,yes,no,yes,yes,no,yes,no,yes,no,,2026-05-22T11:03:02.164Z
p2-recheck-003,137,218,P2,verify_directory_fit_before_any_approval,https://diythrill.com/2018/09/23/orange-citrus-poo-pourri-recipe,diythrill.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_paid,reject_not_directory,high,,reject_non_directory_source_page,"URL path (/2018/09/23/orange-citrus-poo-pourri-recipe) looks like a source article, profile, forum, comment, or issue page; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; Cloudflare/human verification signal found; 3 form(s), 13 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,"URL path (/2018/09/23/orange-citrus-poo-pourri-recipe) looks like a source article, profile, forum, comment, or issue page",yes,review_row:218,200,yes,https://diythrill.com/2018/09/23/orange-citrus-poo-pourri-recipe/,diythrill.com,3,13,yes,no,yes,yes,no,yes,yes,yes,no,,2026-05-22T11:03:03.374Z
p2-recheck-003,138,222,P2,verify_directory_fit_before_any_approval,https://earthpeopletechnology.com/forums/profile/contractwarn,earthpeopletechnology.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_paid,reject_not_directory,high,,reject_non_directory_source_page,"URL path (/forums/profile/contractwarn) looks like a source article, profile, forum, comment, or issue page; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; 2 form(s), 3 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,"URL path (/forums/profile/contractwarn) looks like a source article, profile, forum, comment, or issue page",yes,review_row:222,200,yes,https://earthpeopletechnology.com/forums/profile/contractwarn,earthpeopletechnology.com,2,3,yes,no,yes,yes,no,yes,no,yes,no,,2026-05-22T11:03:07.186Z
p2-recheck-003,139,225,P2,verify_directory_fit_before_any_approval,http://www.eilentein.com/2019/02/ryijy-ja-kuinka-sen-tein.html,eilentein.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_paid,reject_not_directory,high,,reject_non_directory_source_page,"URL path (/2019/02/ryijy-ja-kuinka-sen-tein.html) looks like a source article, profile, forum, comment, or issue page; evidence: payment/pricing signal found; login/register signal found; 1 form(s), 2 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,"URL path (/2019/02/ryijy-ja-kuinka-sen-tein.html) looks like a source article, profile, forum, comment, or issue page",yes,review_row:225,200,yes,http://www.eilentein.com/2019/02/ryijy-ja-kuinka-sen-tein.html,eilentein.com,1,2,yes,no,yes,yes,no,no,no,yes,no,,2026-05-22T11:03:09.185Z
p2-recheck-003,140,232,P2,verify_directory_fit_before_any_approval,https://everythingboardgames.com/2024/11/exploring-the-world-of-online-board-games.html,everythingboardgames.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_auth_required,reject_not_directory,high,,reject_non_directory_source_page,"URL path (/2024/11/exploring-the-world-of-online-board-games.html) looks like a source article, profile, forum, comment, or issue page; evidence: CAPTCHA signal found; Cloudflare/human verification signal found; 3 form(s), 9 input/select/textarea fields; submit/add/list/publish button text signal found",,"URL path (/2024/11/exploring-the-world-of-online-board-games.html) looks like a source article, profile, forum, comment, or issue page",yes,review_row:232,200,yes,https://everythingboardgames.com/2024/11/exploring-the-world-of-online-board-games.html,everythingboardgames.com,3,9,yes,no,no,no,no,yes,yes,no,no,,2026-05-22T11:03:13.133Z
p2-recheck-003,141,233,P2,verify_directory_fit_before_any_approval,https://www.everythingetsy.com/2013/02/10-social-media-tips-to-make-you-a-rock-star,everythingetsy.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_paid,reject_not_directory,high,,reject_non_directory_source_page,"URL path (/2013/02/10-social-media-tips-to-make-you-a-rock-star) looks like a source article, profile, forum, comment, or issue page; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; 4 form(s), 22 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,"URL path (/2013/02/10-social-media-tips-to-make-you-a-rock-star) looks like a source article, profile, forum, comment, or issue page",yes,review_row:233,200,yes,https://www.everythingetsy.com/2013/02/10-social-media-tips-to-make-you-a-rock-star/,everythingetsy.com,4,22,yes,no,yes,yes,no,yes,no,yes,no,,2026-05-22T11:03:15.017Z
p2-recheck-003,142,237,P2,verify_directory_fit_before_any_approval,https://exsloth.com/vegan-breakfast-cookies,exsloth.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_paid,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,"login/register or OAuth signal found; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; 4 form(s), 22 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,login/register or OAuth signal found,yes,review_row:237,200,yes,https://exsloth.com/vegan-breakfast-cookies/,exsloth.com,4,22,yes,no,yes,yes,no,yes,no,yes,no,,2026-05-22T11:03:18.100Z
p2-recheck-003,143,241,P2,verify_directory_fit_before_any_approval,https://fallfordiy.com/blog/2015/11/18/diy-paint-dipped-advent-calendar-bottles,fallfordiy.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_auth_required,reject_not_directory,high,,reject_non_directory_source_page,"URL path (/blog/2015/11/18/diy-paint-dipped-advent-calendar-bottles) looks like a source article, profile, forum, comment, or issue page; evidence: login/register signal found; CAPTCHA signal found; 3 form(s), 8 input/select/textarea fields; submit/add/list/publish button text signal found",,"URL path (/blog/2015/11/18/diy-paint-dipped-advent-calendar-bottles) looks like a source article, profile, forum, comment, or issue page",yes,review_row:241,200,yes,https://fallfordiy.com/blog/2015/11/18/diy-paint-dipped-advent-calendar-bottles/,fallfordiy.com,3,8,yes,no,no,yes,no,yes,no,no,no,,2026-05-22T11:03:26.409Z
p2-recheck-003,144,242,P2,verify_directory_fit_before_any_approval,https://fashionablefoods.com/2014/10/20/roasted-butternut-squash-and-apple-soup,fashionablefoods.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_paid,reject_not_directory,high,,reject_non_directory_source_page,"URL path (/2014/10/20/roasted-butternut-squash-and-apple-soup) looks like a source article, profile, forum, comment, or issue page; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; Cloudflare/human verification signal found; 3 form(s), 20 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,"URL path (/2014/10/20/roasted-butternut-squash-and-apple-soup) looks like a source article, profile, forum, comment, or issue page",yes,review_row:242,200,yes,https://fashionablefoods.com/2014/10/20/roasted-butternut-squash-and-apple-soup/,fashionablefoods.com,3,20,yes,no,yes,yes,no,yes,yes,yes,no,,2026-05-22T11:03:31.802Z
p2-recheck-003,145,243,P2,verify_directory_fit_before_any_approval,https://fashionablefoods.com/2014/11/10/2014119turkey-roulade,fashionablefoods.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_paid,reject_not_directory,high,,reject_non_directory_source_page,"URL path (/2014/11/10/2014119turkey-roulade) looks like a source article, profile, forum, comment, or issue page; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; Cloudflare/human verification signal found; 3 form(s), 20 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,"URL path (/2014/11/10/2014119turkey-roulade) looks like a source article, profile, forum, comment, or issue page",yes,review_row:243,200,yes,https://fashionablefoods.com/2014/11/10/2014119turkey-roulade/,fashionablefoods.com,3,20,yes,no,yes,yes,no,yes,yes,yes,no,,2026-05-22T11:03:41.770Z
p2-recheck-003,146,244,P2,verify_directory_fit_before_any_approval,https://fashionablefoods.com/2014/12/01/2014121make-ahead-monday-shepherds-pie,fashionablefoods.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_paid,reject_not_directory,high,,reject_non_directory_source_page,"URL path (/2014/12/01/2014121make-ahead-monday-shepherds-pie) looks like a source article, profile, forum, comment, or issue page; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; Cloudflare/human verification signal found; 3 form(s), 20 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,"URL path (/2014/12/01/2014121make-ahead-monday-shepherds-pie) looks like a source article, profile, forum, comment, or issue page",yes,review_row:244,200,yes,https://fashionablefoods.com/2014/12/01/2014121make-ahead-monday-shepherds-pie/,fashionablefoods.com,3,20,yes,no,yes,yes,no,yes,yes,yes,no,,2026-05-22T11:03:49.022Z
p2-recheck-003,147,245,P2,verify_directory_fit_before_any_approval,https://fashionablefoods.com/2014/12/28/creamy-ham-and-pea-pasta,fashionablefoods.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_paid,reject_not_directory,high,,reject_non_directory_source_page,"URL path (/2014/12/28/creamy-ham-and-pea-pasta) looks like a source article, profile, forum, comment, or issue page; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; Cloudflare/human verification signal found; 3 form(s), 20 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,"URL path (/2014/12/28/creamy-ham-and-pea-pasta) looks like a source article, profile, forum, comment, or issue page",yes,review_row:245,200,yes,https://fashionablefoods.com/2014/12/28/creamy-ham-and-pea-pasta/,fashionablefoods.com,3,20,yes,no,yes,yes,no,yes,yes,yes,no,,2026-05-22T11:03:50.508Z
p2-recheck-003,148,249,P2,verify_directory_fit_before_any_approval,https://feettothefire.blogs.wesleyan.edu/2009/02/26/main-street-marketplace/comment-page-2,feettothefire.blogs.wesleyan.edu,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_auth_required,reject_not_directory,high,,reject_non_directory_source_page,"URL path (/2009/02/26/main-street-marketplace/comment-page-2) looks like a source article, profile, forum, comment, or issue page; evidence: CAPTCHA signal found; Cloudflare/human verification signal found; 3 form(s), 16 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,"URL path (/2009/02/26/main-street-marketplace/comment-page-2) looks like a source article, profile, forum, comment, or issue page",yes,review_row:249,200,yes,https://feettothefire.blogs.wesleyan.edu/2009/02/26/main-street-marketplace/comment-page-2/,feettothefire.blogs.wesleyan.edu,3,16,yes,no,yes,no,no,yes,yes,no,no,,2026-05-22T11:03:51.779Z
p2-recheck-003,149,253,P2,verify_directory_fit_before_any_approval,https://www.fitlivingeats.com/7-easy-everyday-gluten-free-swaps,fitlivingeats.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,This operation was aborted; evidence: This operation was aborted,,This operation was aborted,yes,review_row:253,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,This operation was aborted,2026-05-22T11:03:55.214Z
p2-recheck-003,150,254,P2,verify_directory_fit_before_any_approval,https://www.fitlivingeats.com/a-festive-holiday-sangria-recipe-tips-for-a-healthier-cocktail,fitlivingeats.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_paid,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,"login/register or OAuth signal found; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; 8 form(s), 47 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,login/register or OAuth signal found,yes,review_row:254,200,yes,https://www.fitlivingeats.com/a-festive-holiday-sangria-recipe-tips-for-a-healthier-cocktail/,fitlivingeats.com,8,47,yes,no,yes,yes,no,yes,no,yes,no,,2026-05-22T11:04:25.233Z
p2-recheck-003,151,255,P2,verify_directory_fit_before_any_approval,https://www.fitlivingeats.com/how-to-make-homemade-oat-milk,fitlivingeats.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_paid,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,"login/register or OAuth signal found; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; 8 form(s), 42 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,login/register or OAuth signal found,yes,review_row:255,200,yes,https://www.fitlivingeats.com/how-to-make-homemade-oat-milk/,fitlivingeats.com,8,42,yes,no,yes,yes,no,yes,no,yes,no,,2026-05-22T11:04:44.168Z
p2-recheck-003,152,256,P2,verify_directory_fit_before_any_approval,https://www.fitlivingeats.com/how-to-make-juice-without-a-juicer-3-green-juice-recipes,fitlivingeats.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_paid,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,"login/register or OAuth signal found; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; 8 form(s), 32 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,login/register or OAuth signal found,yes,review_row:256,200,yes,https://www.fitlivingeats.com/how-to-make-juice-without-a-juicer-3-green-juice-recipes/,fitlivingeats.com,8,32,yes,no,yes,yes,no,yes,no,yes,no,,2026-05-22T11:04:48.492Z
p2-recheck-003,153,257,P2,verify_directory_fit_before_any_approval,https://www.fitlivingeats.com/qa-founders-motion-matcha-one-go-energy-boosters,fitlivingeats.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_paid,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,"login/register or OAuth signal found; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; 7 form(s), 26 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,login/register or OAuth signal found,yes,review_row:257,200,yes,https://www.fitlivingeats.com/qa-founders-motion-matcha-one-go-energy-boosters/,fitlivingeats.com,7,26,yes,no,yes,yes,no,yes,no,yes,no,,2026-05-22T11:04:49.912Z
p2-recheck-003,154,259,P2,verify_directory_fit_before_any_approval,https://www.fivereasonssports.com/news/ultimate-miami-heat-fan-travel-guide-tickets-hotels-and-local-hotspots,fivereasonssports.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_paid,reject_not_directory,high,,reject_non_directory_source_page,"URL path (/news/ultimate-miami-heat-fan-travel-guide-tickets-hotels-and-local-hotspots) looks like a source article, profile, forum, comment, or issue page; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; 2 form(s), 13 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,"URL path (/news/ultimate-miami-heat-fan-travel-guide-tickets-hotels-and-local-hotspots) looks like a source article, profile, forum, comment, or issue page",yes,review_row:259,200,yes,https://www.fivereasonssports.com/news/ultimate-miami-heat-fan-travel-guide-tickets-hotels-and-local-hotspots/,fivereasonssports.com,2,13,yes,no,yes,yes,no,yes,no,yes,no,,2026-05-22T11:04:51.245Z
p2-recheck-003,155,262,P2,verify_directory_fit_before_any_approval,https://flokii.com/users/view/58762,flokii.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_auth_required,reject_not_directory,high,,reject_non_directory_source_page,"URL path (/users/view/58762) looks like a source article, profile, forum, comment, or issue page; evidence: login/register signal found; CAPTCHA signal found",,"URL path (/users/view/58762) looks like a source article, profile, forum, comment, or issue page",yes,review_row:262,200,yes,https://flokii.com/page/pages/error,flokii.com,0,1,no,no,no,yes,no,yes,no,no,no,,2026-05-22T11:04:58.703Z
p2-recheck-003,156,264,P2,verify_directory_fit_before_any_approval,https://forum.epicbrowser.com/profile.php?id=78821,forum.epicbrowser.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,reject_not_directory,high,,reject_non_directory_source_page,"URL path (/profile.php) looks like a source article, profile, forum, comment, or issue page; evidence: fetch failed",,"URL path (/profile.php) looks like a source article, profile, forum, comment, or issue page",yes,review_row:264,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fetch failed,2026-05-22T11:05:05.227Z
p2-recheck-003,157,265,P2,verify_directory_fit_before_any_approval,https://forum.gekko.wizb.it/user-14910.html,forum.gekko.wizb.it,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_auth_required,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,"login/register or OAuth signal found; evidence: login/register signal found; 1 form(s), 7 input/select/textarea fields; submit/add/list/publish button text signal found",,login/register or OAuth signal found,yes,review_row:265,200,yes,https://forum.gekko.wizb.it/user-14910.html,forum.gekko.wizb.it,1,7,yes,no,no,yes,no,no,no,no,no,,2026-05-22T11:05:15.763Z
p2-recheck-003,158,266,P2,verify_directory_fit_before_any_approval,https://forum.padowan.dk/profile.php?id=33438,forum.padowan.dk,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_auth_required,reject_not_directory,high,,reject_non_directory_source_page,"URL path (/profile.php) looks like a source article, profile, forum, comment, or issue page; evidence: login/register signal found",,"URL path (/profile.php) looks like a source article, profile, forum, comment, or issue page",yes,review_row:266,200,yes,https://forum.padowan.dk/profile.php?id=33438,forum.padowan.dk,0,0,no,no,no,yes,no,no,no,no,no,,2026-05-22T11:05:17.343Z
p2-recheck-003,159,268,P2,verify_directory_fit_before_any_approval,https://forums.maxperformanceinc.com/forums/member.php?u=202517,forums.maxperformanceinc.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,reject_not_directory,high,,reject_non_directory_source_page,"URL path (/forums/member.php) looks like a source article, profile, forum, comment, or issue page; evidence: CAPTCHA signal found; Cloudflare/human verification signal found; HTTP 403",,"URL path (/forums/member.php) looks like a source article, profile, forum, comment, or issue page",yes,review_row:268,403,no,https://forums.maxperformanceinc.com/forums/member.php?u=202517,forums.maxperformanceinc.com,0,0,no,no,no,no,no,yes,yes,no,no,HTTP 403,2026-05-22T11:05:19.076Z
p2-recheck-003,160,270,P2,verify_directory_fit_before_any_approval,https://freesound.org/people/florianreichelt/sounds/440601,freesound.org,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_auth_required,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,"login/register or OAuth signal found; evidence: login/register signal found; CAPTCHA signal found; 4 form(s), 10 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,login/register or OAuth signal found,yes,review_row:270,200,yes,https://freesound.org/people/florianreichelt/sounds/440601/,freesound.org,4,10,yes,no,yes,yes,no,yes,no,no,no,,2026-05-22T11:05:20.250Z
p2-recheck-003,161,276,P2,verify_directory_fit_before_any_approval,https://www.ginjfo.com/actualites/logiciels/jeux-video-logiciels/les-sims-4-fetent-leur-25e-anniversaire-avec-du-nouveau-contenu-massif-20250227,ginjfo.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_auth_required,reject_auth_required,medium,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,"CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; Cloudflare/human verification signal found; 3 form(s), 4 input/select/textarea fields; submit/add/list/publish button text signal found",,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:276,200,yes,https://www.ginjfo.com/actualites/logiciels/jeux-video-logiciels/les-sims-4-fetent-leur-25e-anniversaire-avec-du-nouveau-contenu-massif-20250227,ginjfo.com,3,4,yes,no,no,no,no,yes,yes,no,no,,2026-05-22T11:05:22.560Z
