batch_id,batch_order,priority,priority_score,review_row,review_decision,review_decision_options,review_action,review_instruction,review_notes,reviewed_by,submission_url_override,canonical_name,pricing,lang,classification,candidate_import_recommendation,url,domain,occurrence_count,source_files,source_locations,registry_target_ids,registry_submit_urls
p2-004,301,P2,26,330,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,labsk.net,unknown,unknown,missing_domain,needs_manual_review,https://labsk.net/index.php?action=profile%3Bu%3D50620,labsk.net,1,repo-external-links.csv,repo-external-links.csv:row 207:url,,
p2-004,377,P2,26,473,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,simonsaysstampblog.com,unknown,unknown,missing_domain,needs_manual_review,https://www.simonsaysstampblog.com/blog/amore-laurafadora-3/comment-page-1,simonsaysstampblog.com,1,repo-external-links.csv,repo-external-links.csv:row 477:url,,
p2-004,378,P2,26,474,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,site.com,unknown,unknown,missing_domain,needs_manual_review,https://site.com/,site.com,1,repo-external-links.csv,repo-external-links.csv:row 271:url,,
p2-004,379,P2,26,478,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,sites.suffolk.edu,unknown,unknown,missing_domain,needs_manual_review,https://sites.suffolk.edu/connormulcahy/2014/02/28/solar-energy-lab,sites.suffolk.edu,1,repo-external-links.csv,repo-external-links.csv:row 273:url,,
p2-004,380,P2,26,479,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,sites.williams.edu,unknown,unknown,missing_domain,needs_manual_review,https://sites.williams.edu/srd4/methods-exercises/methods-exercise-6,sites.williams.edu,1,repo-external-links.csv,repo-external-links.csv:row 274:url,,
p2-004,381,P2,26,480,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,sites.williams.edu,unknown,unknown,missing_domain,needs_manual_review,https://sites.williams.edu/srd4/why-we-sing,sites.williams.edu,1,repo-external-links.csv,repo-external-links.csv:row 275:url,,
p2-004,382,P2,26,484,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,slice.uccs.edu,unknown,unknown,missing_domain,needs_manual_review,https://slice.uccs.edu/?p=804,slice.uccs.edu,1,repo-external-links.csv,repo-external-links.csv:row 276:url,,
p2-004,383,P2,26,486,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,snipplr.com,unknown,unknown,missing_domain,needs_manual_review,https://snipplr.com/users/mcleanross?language=all,snipplr.com,1,repo-external-links.csv,repo-external-links.csv:row 277:url,,
p2-004,384,P2,26,487,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,soccernet.ng,unknown,unknown,missing_domain,needs_manual_review,https://soccernet.ng/2024/03/were-looking-forward-to-it-atalantas-lookman-pumped-ahead-of-nigerias-jollof-derby-against-ghana.html,soccernet.ng,1,repo-external-links.csv,repo-external-links.csv:row 278:url,,
p2-004,385,P2,26,493,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,speechandlanguagekids.com,unknown,unknown,missing_domain,needs_manual_review,https://www.speechandlanguagekids.com/week-7-summer-speech-challenge,speechandlanguagekids.com,1,repo-external-links.csv,repo-external-links.csv:row 482:url,,
p2-004,386,P2,26,495,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,squatuniversity.com,unknown,unknown,missing_domain,needs_manual_review,https://squatuniversity.com/2015/12/01/the-squat-fix-hip-mobility-pt-1/comment-page-2,squatuniversity.com,1,repo-external-links.csv,repo-external-links.csv:row 282:url,,
p2-004,387,P2,26,496,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,squatuniversity.com,unknown,unknown,missing_domain,needs_manual_review,https://squatuniversity.com/2016/04/07/how-to-perfect-the-front-squat/comment-page-4,squatuniversity.com,1,repo-external-links.csv,repo-external-links.csv:row 283:url,,
p2-004,388,P2,26,498,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,stampstampede.org,unknown,unknown,missing_domain,needs_manual_review,https://www.stampstampede.org/society-stampers/groups/sprunki-game-1453889805/members,stampstampede.org,1,repo-external-links.csv,repo-external-links.csv:row 485:url,,
p2-004,389,P2,26,499,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,startup88.com,unknown,unknown,missing_domain,needs_manual_review,https://startup88.com/,startup88.com,1,repo-external-links.csv,repo-external-links.csv:row 284:url,,
p2-004,390,P2,26,506,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,steffisrecipes.com,unknown,unknown,missing_domain,needs_manual_review,https://www.steffisrecipes.com/2020/04/idli-kurma.html,steffisrecipes.com,1,repo-external-links.csv,repo-external-links.csv:row 488:url,,
p2-004,391,P2,26,509,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,stylelovely.com,unknown,unknown,missing_domain,needs_manual_review,https://stylelovely.com/diybalamoda/2016/01/diy-recicla-un-jersey,stylelovely.com,1,repo-external-links.csv,repo-external-links.csv:row 288:url,,
p2-004,392,P2,26,510,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,stylishpetite.com,unknown,unknown,missing_domain,needs_manual_review,https://stylishpetite.com/2023/07/high-tea-at-langham-hotel-pasadena.html,stylishpetite.com,1,repo-external-links.csv,repo-external-links.csv:row 289:url,,
p2-004,393,P2,26,513,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,superstore.co.jp,unknown,unknown,missing_domain,needs_manual_review,http://www.superstore.co.jp/wp-includes/fonts/diary.cgi?mode=comment&no=116,superstore.co.jp,1,repo-external-links.csv,repo-external-links.csv:row 22:url,,
p2-004,394,P2,26,514,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,sydnestyle.com,unknown,unknown,missing_domain,needs_manual_review,https://www.sydnestyle.com/2023/12/how-to-create-a-warm-neutrals-christmas-tree-filled-with-memories,sydnestyle.com,1,repo-external-links.csv,repo-external-links.csv:row 493:url,,
p2-004,395,P2,26,515,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,syncedreview.com,unknown,unknown,missing_domain,needs_manual_review,https://syncedreview.com/2022/06/29/nvidias-global-context-vit-achieves-sota-performance-on-cv-tasks-without-expensive-computation,syncedreview.com,1,repo-external-links.csv,repo-external-links.csv:row 291:url,,
p2-004,396,P2,26,516,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,syncedreview.com,unknown,unknown,missing_domain,needs_manual_review,https://syncedreview.com/2024/09/09/microsofts-fully-pipelined-distributed-transformer-processes-16x-sequence-length-with-extreme-hardware-efficiency,syncedreview.com,1,repo-external-links.csv,repo-external-links.csv:row 292:url,,
p2-004,397,P2,26,520,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,tech.winstonsalem.com,unknown,unknown,missing_domain,needs_manual_review,http://tech.winstonsalem.com/2011/09/frameworks-becoming-totally-responsible.html,tech.winstonsalem.com,1,repo-external-links.csv,repo-external-links.csv:row 10:url,,
p2-004,398,P2,26,522,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,techqiah.com,unknown,unknown,missing_domain,needs_manual_review,https://www.techqiah.com/2024/11/192-168-100-1.html,techqiah.com,1,repo-external-links.csv,repo-external-links.csv:row 496:url,,
p2-004,399,P2,26,523,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,test.example,unknown,unknown,missing_domain,needs_manual_review,https://test.example/,test.example,1,repo-external-links.csv,repo-external-links.csv:row 296:url,,
p2-004,400,P2,26,526,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,thenerdswife.com,unknown,unknown,missing_domain,needs_manual_review,https://thenerdswife.com/happy-sisters-day-with-frozen-and-disney.html,thenerdswife.com,1,repo-external-links.csv,repo-external-links.csv:row 298:url,,
