batch_id,batch_order,review_row,priority,review_action,url,domain,current_review_decision,review_decision_options,evidence_suggested_decision,suggested_review_decision,suggestion_confidence,possible_approval_decision,reviewer_action,suggested_review_notes,suggested_pricing,suggestion_basis,evidence_matched,evidence_match_key,http_status,fetch_ok,final_url,final_domain,form_count,input_count,submit_button_signal,submit_path_signal,directory_signal,auth_signal,oauth_signal,captcha_signal,cloudflare_signal,payment_signal,duplicate_registry_url,fetch_error,checked_at
p2-recheck-001,1,3,P2,verify_directory_fit_before_any_approval,https://www.2findlocal.com/,2findlocal.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_paid,reject_auth_required,medium,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,"CAPTCHA or Cloudflare/human-verification signal found; evidence: payment/pricing signal found; CAPTCHA signal found; 1 form(s), 6 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:3,200,yes,https://www.2findlocal.com/,2findlocal.com,1,6,yes,no,yes,no,no,yes,no,yes,no,,2026-05-22T10:05:15.087Z
p2-recheck-001,48,223,P2,verify_directory_fit_before_any_approval,https://www.ebay.com/,ebay.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_paid,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,"login/register or OAuth signal found; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; 1 form(s), 7 input/select/textarea fields; submit/add/list/publish button text signal found",,login/register or OAuth signal found,yes,review_row:223,200,yes,https://www.ebay.com/,ebay.com,1,7,yes,no,no,yes,no,yes,no,yes,no,,2026-05-22T10:07:59.077Z
p2-recheck-001,49,224,P2,verify_directory_fit_before_any_approval,https://ecosystem.hubspot.com/marketplace,ecosystem.hubspot.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_auth_required,reject_auth_required,medium,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,CAPTCHA or Cloudflare/human-verification signal found; evidence: Cloudflare/human verification signal found; directory/listing marketplace text signal found,,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:224,200,yes,https://ecosystem.hubspot.com/marketplace,ecosystem.hubspot.com,0,0,no,no,yes,no,no,no,yes,no,no,,2026-05-22T10:08:00.647Z
p2-recheck-001,50,226,P2,verify_directory_fit_before_any_approval,https://elocal.com/,elocal.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_paid,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,"login/register or OAuth signal found; evidence: payment/pricing signal found; login/register signal found; 1 form(s), 3 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,login/register or OAuth signal found,yes,review_row:226,200,yes,https://elocal.com/,elocal.com,1,3,yes,no,yes,yes,no,no,no,yes,no,,2026-05-22T10:08:02.031Z
p2-recheck-001,51,227,P2,verify_directory_fit_before_any_approval,https://www.etsy.com/,etsy.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: fetch failed,,fetch failed,yes,review_row:227,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fetch failed,2026-05-22T10:08:03.243Z
p2-recheck-001,52,228,P2,verify_directory_fit_before_any_approval,https://www.eu-business.com/,eu-business.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: fetch failed,,fetch failed,yes,review_row:228,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fetch failed,2026-05-22T10:08:13.755Z
p2-recheck-001,53,229,P2,verify_directory_fit_before_any_approval,https://evensi.com/,evensi.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_auth_required,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,login/register or OAuth signal found; evidence: login/register signal found; final domain changed to discover.events.com,,login/register or OAuth signal found,yes,review_row:229,200,yes,https://discover.events.com/,discover.events.com,0,0,no,no,no,yes,no,no,no,no,no,,2026-05-22T10:08:14.974Z
p2-recheck-001,54,230,P2,verify_directory_fit_before_any_approval,https://evernote.com/,evernote.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: fetch failed,,fetch failed,yes,review_row:230,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fetch failed,2026-05-22T10:08:17.900Z
p2-recheck-001,55,238,P2,verify_directory_fit_before_any_approval,https://ezinearticles.com/,ezinearticles.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: fetch failed,,fetch failed,yes,review_row:238,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fetch failed,2026-05-22T10:08:28.431Z
p2-recheck-001,56,239,P2,verify_directory_fit_before_any_approval,https://www.ezlocal.com/,ezlocal.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,reject_auth_required,high,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; Cloudflare/human verification signal found; HTTP 403,,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:239,403,no,https://www.ezlocal.com/,ezlocal.com,0,0,no,no,no,no,no,yes,yes,no,no,HTTP 403,2026-05-22T10:08:31.297Z
p2-recheck-001,57,247,P2,verify_directory_fit_before_any_approval,https://www.feedough.com/,feedough.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_paid,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,"login/register or OAuth signal found; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; Cloudflare/human verification signal found; 4 form(s), 11 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,login/register or OAuth signal found,yes,review_row:247,200,yes,https://www.feedough.com/,feedough.com,4,11,yes,no,yes,yes,no,yes,yes,yes,no,,2026-05-22T10:08:32.562Z
p2-recheck-001,58,248,P2,verify_directory_fit_before_any_approval,https://www.feedspot.com/,feedspot.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,reject_auth_required,high,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; Cloudflare/human verification signal found; HTTP 403,,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:248,403,no,https://www.feedspot.com/,feedspot.com,0,0,no,no,no,no,no,yes,yes,no,no,HTTP 403,2026-05-22T10:08:34.575Z
p2-recheck-001,59,251,P2,verify_directory_fit_before_any_approval,https://www.finduslocal.com/,finduslocal.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: fetch failed,,fetch failed,yes,review_row:251,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fetch failed,2026-05-22T10:08:37.118Z
p2-recheck-001,60,261,P2,verify_directory_fit_before_any_approval,https://www.flickr.com/,flickr.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: fetch failed,,fetch failed,yes,review_row:261,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fetch failed,2026-05-22T10:08:47.629Z
p2-recheck-001,61,263,P2,verify_directory_fit_before_any_approval,https://www.folkd.com/,folkd.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,reject_auth_required,high,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; Cloudflare/human verification signal found; HTTP 403,,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:263,403,no,https://www.folkd.com/,folkd.com,0,0,no,no,no,no,no,yes,yes,no,no,HTTP 403,2026-05-22T10:08:58.152Z
p2-recheck-001,62,267,P2,verify_directory_fit_before_any_approval,https://forums.digitalpoint.com/,forums.digitalpoint.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_paid,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,"login/register or OAuth signal found; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; 2 form(s), 16 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,login/register or OAuth signal found,yes,review_row:267,200,yes,https://forums.digitalpoint.com/,forums.digitalpoint.com,2,16,yes,no,yes,yes,no,yes,no,yes,no,,2026-05-22T10:08:59.845Z
p2-recheck-001,63,269,P2,verify_directory_fit_before_any_approval,https://www.freeindex.co.uk/,freeindex.co.uk,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_auth_required,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,login/register or OAuth signal found; evidence: login/register signal found,,login/register or OAuth signal found,yes,review_row:269,200,yes,https://www.freeindex.co.uk/,freeindex.co.uk,0,3,no,no,no,yes,no,no,no,no,no,,2026-05-22T10:09:02.611Z
p2-recheck-001,64,275,P2,verify_directory_fit_before_any_approval,https://ghost.org/,ghost.org,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_paid,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,login/register or OAuth signal found; evidence: payment/pricing signal found; login/register signal found; submit/add/list/publish button text signal found; directory/listing marketplace text signal found,,login/register or OAuth signal found,yes,review_row:275,200,yes,https://ghost.org/,ghost.org,0,0,yes,no,yes,yes,no,no,no,yes,no,,2026-05-22T10:09:04.094Z
p2-recheck-001,65,286,P2,verify_directory_fit_before_any_approval,https://gitlab.com/,gitlab.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: fetch failed,,fetch failed,yes,review_row:286,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fetch failed,2026-05-22T10:09:05.448Z
p2-recheck-001,66,288,P2,verify_directory_fit_before_any_approval,https://glama.ai/mcp/servers,glama.ai,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_paid,reject_not_submit,medium,,reject_unless_manual_review_finds_hidden_submit_entry,"no submit path, submit button, or form signal found; evidence: payment/pricing signal found; directory/listing marketplace text signal found",,"no submit path, submit button, or form signal found",yes,review_row:288,200,yes,https://glama.ai/mcp/servers,glama.ai,0,1,no,no,yes,no,no,no,no,yes,no,,2026-05-22T10:09:16.752Z
p2-recheck-001,67,293,P2,verify_directory_fit_before_any_approval,https://gptforge.net/,gptforge.net,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_auth_required,reject_auth_required,medium,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,CAPTCHA or Cloudflare/human-verification signal found; evidence: Cloudflare/human verification signal found,,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:293,200,yes,https://gptforge.net/,gptforge.net,0,0,no,no,no,no,no,no,yes,no,no,,2026-05-22T10:09:18.087Z
p2-recheck-001,68,295,P2,verify_directory_fit_before_any_approval,https://gravatar.com/,gravatar.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: fetch failed,,fetch failed,yes,review_row:295,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fetch failed,2026-05-22T10:09:19.294Z
p2-recheck-001,69,297,P2,verify_directory_fit_before_any_approval,https://growthhackers.com/,growthhackers.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: fetch failed,,fetch failed,yes,review_row:297,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fetch failed,2026-05-22T10:09:29.811Z
p2-recheck-001,70,298,P2,verify_directory_fit_before_any_approval,https://gust.com/,gust.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,reject_auth_required,high,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; Cloudflare/human verification signal found; HTTP 403,,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:298,403,no,https://gust.com/,gust.com,0,0,no,no,no,no,no,yes,yes,no,no,HTTP 403,2026-05-22T10:09:40.334Z
p2-recheck-001,71,303,P2,verify_directory_fit_before_any_approval,https://www.hg.org/,hg.org,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: fetch failed,,fetch failed,yes,review_row:303,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fetch failed,2026-05-22T10:09:41.944Z
p2-recheck-001,72,305,P2,verify_directory_fit_before_any_approval,https://www.hotfrog.com/,hotfrog.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,reject_auth_required,high,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; Cloudflare/human verification signal found; HTTP 403,,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:305,403,no,https://www.hotfrog.com/,hotfrog.com,0,0,no,no,no,no,no,yes,yes,no,no,HTTP 403,2026-05-22T10:09:43.272Z
p2-recheck-001,73,306,P2,verify_directory_fit_before_any_approval,https://www.houzz.com/,houzz.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,login/register or OAuth signal found; evidence: login/register signal found; CAPTCHA signal found; HTTP 403,,login/register or OAuth signal found,yes,review_row:306,403,no,https://www.houzz.com/,houzz.com,0,0,no,no,no,yes,no,yes,no,no,no,HTTP 403,2026-05-22T10:09:44.375Z
p2-recheck-001,74,307,P2,verify_directory_fit_before_any_approval,https://hubpages.com/,hubpages.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,reject_auth_required,high,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; final domain changed to discover.hubpages.com; HTTP 403,,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:307,403,no,https://discover.hubpages.com/,discover.hubpages.com,0,0,no,no,no,no,no,yes,no,no,no,HTTP 403,2026-05-22T10:09:45.428Z
p2-recheck-001,75,308,P2,verify_directory_fit_before_any_approval,https://www.ibegin.com/,ibegin.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_auth_required,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,"login/register or OAuth signal found; evidence: login/register signal found; Cloudflare/human verification signal found; 3 form(s), 10 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,login/register or OAuth signal found,yes,review_row:308,200,yes,https://www.ibegin.com/,ibegin.com,3,10,yes,no,yes,yes,no,no,yes,no,no,,2026-05-22T10:09:48.305Z
p2-recheck-001,76,309,P2,verify_directory_fit_before_any_approval,https://www.ibuildnew.com.au/,ibuildnew.com.au,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_paid,reject_auth_required,medium,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,CAPTCHA or Cloudflare/human-verification signal found; evidence: payment/pricing signal found; CAPTCHA signal found,,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:309,200,yes,https://www.ibuildnew.com.au/,ibuildnew.com.au,0,3,no,no,no,no,no,yes,no,yes,no,,2026-05-22T10:09:50.664Z
p2-recheck-001,77,310,P2,verify_directory_fit_before_any_approval,https://imgur.com/,imgur.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: fetch failed,,fetch failed,yes,review_row:310,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fetch failed,2026-05-22T10:09:52.488Z
p2-recheck-001,78,311,P2,verify_directory_fit_before_any_approval,https://inc42.com/,inc42.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_paid,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,"login/register or OAuth signal found; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; Cloudflare/human verification signal found; 2 form(s), 23 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,login/register or OAuth signal found,yes,review_row:311,200,yes,https://inc42.com/,inc42.com,2,23,yes,no,yes,yes,no,yes,yes,yes,no,,2026-05-22T10:09:53.492Z
p2-recheck-001,79,312,P2,verify_directory_fit_before_any_approval,https://www.indiamart.com/,indiamart.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,HTTP 429; evidence: HTTP 429,,HTTP 429,yes,review_row:312,429,no,https://www.indiamart.com/,indiamart.com,0,0,no,no,no,no,no,no,no,no,no,HTTP 429,2026-05-22T10:09:55.840Z
p2-recheck-001,80,313,P2,verify_directory_fit_before_any_approval,https://www.indiehacker.tools/,indiehacker.tools,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_not_submit,reject_not_submit,medium,,reject_unless_manual_review_finds_hidden_submit_entry,"no submit path, submit button, or form signal found; evidence: directory/listing marketplace text signal found",,"no submit path, submit button, or form signal found",yes,review_row:313,200,yes,https://www.indiehacker.tools/,indiehacker.tools,0,0,no,no,yes,no,no,no,no,no,no,,2026-05-22T10:09:57.234Z
p2-recheck-001,81,314,P2,verify_directory_fit_before_any_approval,https://www.indiehustles.com/,indiehustles.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_not_submit,reject_not_submit,medium,,reject_unless_manual_review_finds_hidden_submit_entry,"no submit path, submit button, or form signal found; evidence: directory/listing marketplace text signal found",,"no submit path, submit button, or form signal found",yes,review_row:314,200,yes,https://indiehustles.com/,indiehustles.com,0,0,no,no,yes,no,no,no,no,no,no,,2026-05-22T10:09:59.241Z
p2-recheck-001,82,316,P2,verify_directory_fit_before_any_approval,https://issuu.com/,issuu.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: fetch failed,,fetch failed,yes,review_row:316,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fetch failed,2026-05-22T10:10:03.428Z
p2-recheck-001,83,319,P2,verify_directory_fit_before_any_approval,https://www.jimdo.com/,jimdo.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_paid,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,login/register or OAuth signal found; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; directory/listing marketplace text signal found,,login/register or OAuth signal found,yes,review_row:319,200,yes,https://www.jimdo.com/,jimdo.com,0,1,no,no,yes,yes,no,yes,no,yes,no,,2026-05-22T10:10:13.945Z
p2-recheck-001,84,324,P2,verify_directory_fit_before_any_approval,https://www.justia.com/,justia.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,reject_auth_required,high,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; Cloudflare/human verification signal found; HTTP 403,,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:324,403,no,https://www.justia.com/,justia.com,0,0,no,no,no,no,no,yes,yes,no,no,HTTP 403,2026-05-22T10:10:15.881Z
p2-recheck-001,85,325,P2,verify_directory_fit_before_any_approval,https://www.justlanded.com/,justlanded.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: fetch failed,,fetch failed,yes,review_row:325,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fetch failed,2026-05-22T10:10:17.224Z
p2-recheck-001,86,326,P2,verify_directory_fit_before_any_approval,https://www.kaggle.com/,kaggle.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_auth_required,reject_auth_required,medium,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found,,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:326,200,yes,https://www.kaggle.com/,kaggle.com,0,0,no,no,no,no,no,yes,no,no,no,,2026-05-22T10:10:27.378Z
p2-recheck-001,87,331,P2,verify_directory_fit_before_any_approval,https://land-book.com/,land-book.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,reject_auth_required,high,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; Cloudflare/human verification signal found; HTTP 403,,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:331,403,no,https://land-book.com/,land-book.com,0,0,no,no,no,no,no,yes,yes,no,no,HTTP 403,2026-05-22T10:10:28.513Z
p2-recheck-001,88,333,P2,verify_directory_fit_before_any_approval,https://www.lawyers.com/,lawyers.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,reject_auth_required,high,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; Cloudflare/human verification signal found; HTTP 403,,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:333,403,no,https://www.lawyers.com/,lawyers.com,0,0,no,no,no,no,no,yes,yes,no,no,HTTP 403,2026-05-22T10:10:29.879Z
p2-recheck-001,89,338,P2,verify_directory_fit_before_any_approval,https://www.livejournal.com/,livejournal.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: fetch failed,,fetch failed,yes,review_row:338,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fetch failed,2026-05-22T10:10:31.787Z
p2-recheck-001,90,339,P2,verify_directory_fit_before_any_approval,https://www.llmrelevance.com/,llmrelevance.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_paid,reject_auth_required,medium,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,CAPTCHA or Cloudflare/human-verification signal found; evidence: payment/pricing signal found; CAPTCHA signal found; submit/add/list/publish button text signal found; directory/listing marketplace text signal found,,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:339,200,yes,https://www.llmrelevance.com/,llmrelevance.com,0,0,yes,no,yes,no,no,yes,no,yes,no,,2026-05-22T10:10:32.952Z
p2-recheck-001,91,340,P2,verify_directory_fit_before_any_approval,https://www.locanto.com/,locanto.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,reject_auth_required,high,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; Cloudflare/human verification signal found; HTTP 403,,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:340,403,no,https://www.locanto.com/,locanto.com,0,0,no,no,no,no,no,yes,yes,no,no,HTTP 403,2026-05-22T10:10:34.167Z
p2-recheck-001,92,350,P2,verify_directory_fit_before_any_approval,https://www.make.com/en/partners,make.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,reject_auth_required,high,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; Cloudflare/human verification signal found; HTTP 403,,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:350,403,no,https://www.make.com/en/partners,make.com,0,0,no,no,no,no,no,yes,yes,no,no,HTTP 403,2026-05-22T10:10:35.495Z
p2-recheck-001,93,351,P2,verify_directory_fit_before_any_approval,https://www.makerpad.co/,makerpad.co,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_paid,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,login/register or OAuth signal found; evidence: payment/pricing signal found; login/register signal found; OAuth signal found; CAPTCHA signal found; Cloudflare/human verification signal found; submit/add/list/publish button text signal found; directory/listing marketplace text signal found,,login/register or OAuth signal found,yes,review_row:351,200,yes,https://www.makerpad.co/,makerpad.co,0,0,yes,no,yes,yes,yes,yes,yes,yes,no,,2026-05-22T10:10:36.606Z
p2-recheck-001,94,352,P2,verify_directory_fit_before_any_approval,https://makerthrive.com/,makerthrive.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_auth_required,reject_auth_required,medium,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; Cloudflare/human verification signal found; directory/listing marketplace text signal found,,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:352,200,yes,https://www.makerthrive.com/,makerthrive.com,0,0,no,no,yes,no,no,yes,yes,no,no,,2026-05-22T10:10:39.825Z
p2-recheck-001,95,357,P2,verify_directory_fit_before_any_approval,https://www.manta.com/,manta.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,reject_auth_required,high,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; Cloudflare/human verification signal found; HTTP 403,,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:357,403,no,https://www.manta.com/,manta.com,0,0,no,no,no,no,no,yes,yes,no,no,HTTP 403,2026-05-22T10:10:43.269Z
p2-recheck-001,96,358,P2,verify_directory_fit_before_any_approval,https://www.massagetherapy.com/,massagetherapy.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_auth_required,reject_auth_required,medium,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,"CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; 1 form(s), 5 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:358,200,yes,https://www.massagetherapy.com/,massagetherapy.com,1,5,yes,no,yes,no,no,yes,no,no,no,,2026-05-22T10:10:45.345Z
p2-recheck-001,97,360,P2,verify_directory_fit_before_any_approval,https://www.merchantcircle.com/,merchantcircle.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_auth_required,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,"login/register or OAuth signal found; evidence: login/register signal found; CAPTCHA signal found; 1 form(s), 2 input/select/textarea fields",,login/register or OAuth signal found,yes,review_row:360,200,yes,https://www.merchantcircle.com/,merchantcircle.com,1,2,no,no,no,yes,no,yes,no,no,no,,2026-05-22T10:10:46.589Z
