batch_id,batch_order,review_row,priority,review_action,url,domain,current_review_decision,review_decision_options,evidence_suggested_decision,suggested_review_decision,suggestion_confidence,possible_approval_decision,reviewer_action,suggested_review_notes,suggested_pricing,suggestion_basis,evidence_matched,evidence_match_key,http_status,fetch_ok,final_url,final_domain,form_count,input_count,submit_button_signal,submit_path_signal,directory_signal,auth_signal,oauth_signal,captcha_signal,cloudflare_signal,payment_signal,duplicate_registry_url,fetch_error,checked_at
p2-001,1,2,P2,verify_directory_fit_before_any_approval,https://www.1888pressrelease.com/,1888pressrelease.com,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_paid,reject_paid,high,,reject_unless_manual_review_confirms_free_submission_path,"payment/pricing signal appears on a submit/listing surface; evidence: payment/pricing signal found; login/register signal found; 1 form(s), 1 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",paid,payment/pricing signal appears on a submit/listing surface,yes,review_row:2,200,yes,https://www.1888pressrelease.com/,1888pressrelease.com,1,1,yes,no,yes,yes,no,no,no,yes,no,,2026-05-22T08:36:27.868Z
p2-001,51,210,P2,verify_directory_fit_before_any_approval,https://www.diigo.com/,diigo.com,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_paid,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,login/register or OAuth signal found; evidence: payment/pricing signal found; login/register signal found,,login/register or OAuth signal found,yes,review_row:210,200,yes,https://www.diigo.com/,diigo.com,0,0,no,no,no,yes,no,no,no,yes,no,,2026-05-22T08:39:26.997Z
p2-001,52,215,P2,verify_directory_fit_before_any_approval,https://directory.com/your-listing,directory.com,,approved | reject_not_directory | reject_not_submit | reject_paid,review_fetch_failed,reject_not_submit,high,,reject_unless_manual_review_finds_a_current_submit_url,HTTP 404 indicates the candidate URL is not a live submit endpoint; evidence: directory/listing marketplace text signal found; HTTP 404,,HTTP 404 indicates the candidate URL is not a live submit endpoint,yes,review_row:215,404,no,https://directory.com/your-listing,directory.com,0,0,no,no,yes,no,no,no,no,no,no,HTTP 404,2026-05-22T08:39:28.689Z
p2-001,53,216,P2,verify_directory_fit_before_any_approval,https://www.directory.ldmstudio.com/,directory.ldmstudio.com,,approved | reject_not_directory | reject_not_submit | reject_paid,review_possible_submit_form,needs_manual_check,medium,approved,manual_confirm_public_free_submit_form_before_approval,"form, submit signal, and directory/listing signal found; evidence: 1 form(s), 2 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found; if manually confirmed, use approved with reviewer notes",,"form, submit signal, and directory/listing signal found",yes,review_row:216,200,yes,https://www.directory.ldmstudio.com/,directory.ldmstudio.com,1,2,yes,no,yes,no,no,no,no,no,no,,2026-05-22T08:39:30.099Z
p2-001,54,217,P2,verify_directory_fit_before_any_approval,https://disqus.com/,disqus.com,,approved | reject_not_directory | reject_not_submit | reject_paid,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,This operation was aborted; evidence: This operation was aborted,,This operation was aborted,yes,review_row:217,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,This operation was aborted,2026-05-22T08:39:32.269Z
p2-001,55,219,P2,verify_directory_fit_before_any_approval,https://www.dnb.com/,dnb.com,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_not_submit,reject_not_submit,high,,reject_unless_manual_review_finds_hidden_submit_entry,"no submit path, submit button, or form signal found",,"no submit path, submit button, or form signal found",yes,review_row:219,200,yes,https://www.dnb.com/en-us/,dnb.com,0,0,no,no,no,no,no,no,no,no,no,,2026-05-22T08:39:42.271Z
p2-001,56,223,P2,verify_directory_fit_before_any_approval,https://www.ebay.com/,ebay.com,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_paid,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,"login/register or OAuth signal found; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; 1 form(s), 7 input/select/textarea fields; submit/add/list/publish button text signal found",,login/register or OAuth signal found,yes,review_row:223,200,yes,https://www.ebay.com/,ebay.com,1,7,yes,no,no,yes,no,yes,no,yes,no,,2026-05-22T08:39:45.437Z
p2-001,57,224,P2,verify_directory_fit_before_any_approval,https://ecosystem.hubspot.com/marketplace,ecosystem.hubspot.com,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_auth_required,reject_auth_required,medium,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,CAPTCHA or Cloudflare/human-verification signal found; evidence: Cloudflare/human verification signal found; directory/listing marketplace text signal found,,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:224,200,yes,https://ecosystem.hubspot.com/marketplace,ecosystem.hubspot.com,0,0,no,no,yes,no,no,no,yes,no,no,,2026-05-22T08:39:46.633Z
p2-001,58,226,P2,verify_directory_fit_before_any_approval,https://elocal.com/,elocal.com,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_paid,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,"login/register or OAuth signal found; evidence: payment/pricing signal found; login/register signal found; 1 form(s), 3 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,login/register or OAuth signal found,yes,review_row:226,200,yes,https://elocal.com/,elocal.com,1,3,yes,no,yes,yes,no,no,no,yes,no,,2026-05-22T08:39:48.789Z
p2-001,59,227,P2,verify_directory_fit_before_any_approval,https://www.etsy.com/,etsy.com,,approved | reject_not_directory | reject_not_submit | reject_paid,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,This operation was aborted; evidence: This operation was aborted,,This operation was aborted,yes,review_row:227,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,This operation was aborted,2026-05-22T08:39:50.110Z
p2-001,60,228,P2,verify_directory_fit_before_any_approval,https://www.eu-business.com/,eu-business.com,,approved | reject_not_directory | reject_not_submit | reject_paid,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: fetch failed,,fetch failed,yes,review_row:228,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fetch failed,2026-05-22T08:40:00.117Z
p2-001,61,229,P2,verify_directory_fit_before_any_approval,https://evensi.com/,evensi.com,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_auth_required,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,login/register or OAuth signal found; evidence: login/register signal found; final domain changed to discover.events.com,,login/register or OAuth signal found,yes,review_row:229,200,yes,https://discover.events.com/,discover.events.com,0,0,no,no,no,yes,no,no,no,no,no,,2026-05-22T08:40:01.150Z
p2-001,62,230,P2,verify_directory_fit_before_any_approval,https://evernote.com/,evernote.com,,approved | reject_not_directory | reject_not_submit | reject_paid,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,This operation was aborted; evidence: This operation was aborted,,This operation was aborted,yes,review_row:230,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,This operation was aborted,2026-05-22T08:40:04.578Z
p2-001,63,238,P2,verify_directory_fit_before_any_approval,https://ezinearticles.com/,ezinearticles.com,,approved | reject_not_directory | reject_not_submit | reject_paid,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: fetch failed,,fetch failed,yes,review_row:238,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fetch failed,2026-05-22T08:40:14.580Z
p2-001,64,239,P2,verify_directory_fit_before_any_approval,https://www.ezlocal.com/,ezlocal.com,,approved | reject_not_directory | reject_not_submit | reject_paid,review_fetch_failed,reject_auth_required,high,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; Cloudflare/human verification signal found; HTTP 403,,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:239,403,no,https://www.ezlocal.com/,ezlocal.com,0,0,no,no,no,no,no,yes,yes,no,no,HTTP 403,2026-05-22T08:40:18.111Z
p2-001,65,247,P2,verify_directory_fit_before_any_approval,https://www.feedough.com/,feedough.com,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_paid,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,"login/register or OAuth signal found; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; Cloudflare/human verification signal found; 4 form(s), 11 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,login/register or OAuth signal found,yes,review_row:247,200,yes,https://www.feedough.com/,feedough.com,4,11,yes,no,yes,yes,no,yes,yes,yes,no,,2026-05-22T08:40:19.770Z
p2-001,66,248,P2,verify_directory_fit_before_any_approval,https://www.feedspot.com/,feedspot.com,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_paid,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,"login/register or OAuth signal found; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; 4 form(s), 41 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,login/register or OAuth signal found,yes,review_row:248,200,yes,https://www.feedspot.com/,feedspot.com,4,41,yes,no,yes,yes,no,yes,no,yes,no,,2026-05-22T08:40:22.303Z
p2-001,67,251,P2,verify_directory_fit_before_any_approval,https://www.finduslocal.com/,finduslocal.com,,approved | reject_not_directory | reject_not_submit | reject_paid,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,This operation was aborted; evidence: This operation was aborted,,This operation was aborted,yes,review_row:251,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,This operation was aborted,2026-05-22T08:40:24.781Z
p2-001,68,258,P2,verify_directory_fit_before_any_approval,https://fitprofessionals.net/,fitprofessionals.net,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_not_submit,reject_not_submit,high,,reject_unless_manual_review_finds_hidden_submit_entry,"no submit path, submit button, or form signal found",,"no submit path, submit button, or form signal found",yes,review_row:258,200,yes,https://fitprofessionals.net/,fitprofessionals.net,0,0,no,no,no,no,no,no,no,no,no,,2026-05-22T08:40:34.793Z
p2-001,69,261,P2,verify_directory_fit_before_any_approval,https://www.flickr.com/,flickr.com,,approved | reject_not_directory | reject_not_submit | reject_paid,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,This operation was aborted; evidence: This operation was aborted,,This operation was aborted,yes,review_row:261,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,This operation was aborted,2026-05-22T08:40:36.458Z
p2-001,70,263,P2,verify_directory_fit_before_any_approval,https://www.folkd.com/,folkd.com,,approved | reject_not_directory | reject_not_submit | reject_paid,review_fetch_failed,reject_auth_required,high,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; Cloudflare/human verification signal found; HTTP 403,,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:263,403,no,https://www.folkd.com/,folkd.com,0,0,no,no,no,no,no,yes,yes,no,no,HTTP 403,2026-05-22T08:40:46.471Z
p2-001,71,267,P2,verify_directory_fit_before_any_approval,https://forums.digitalpoint.com/,forums.digitalpoint.com,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_paid,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,"login/register or OAuth signal found; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; 2 form(s), 16 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,login/register or OAuth signal found,yes,review_row:267,200,yes,https://forums.digitalpoint.com/,forums.digitalpoint.com,2,16,yes,no,yes,yes,no,yes,no,yes,no,,2026-05-22T08:40:48.222Z
p2-001,72,269,P2,verify_directory_fit_before_any_approval,https://www.freeindex.co.uk/,freeindex.co.uk,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_auth_required,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,login/register or OAuth signal found; evidence: login/register signal found,,login/register or OAuth signal found,yes,review_row:269,200,yes,https://www.freeindex.co.uk/,freeindex.co.uk,0,3,no,no,no,yes,no,no,no,no,no,,2026-05-22T08:40:49.910Z
p2-001,73,275,P2,verify_directory_fit_before_any_approval,https://ghost.org/,ghost.org,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_paid,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,login/register or OAuth signal found; evidence: payment/pricing signal found; login/register signal found; submit/add/list/publish button text signal found; directory/listing marketplace text signal found,,login/register or OAuth signal found,yes,review_row:275,200,yes,https://ghost.org/,ghost.org,0,0,yes,no,yes,yes,no,no,no,yes,no,,2026-05-22T08:40:52.439Z
p2-001,74,286,P2,verify_directory_fit_before_any_approval,https://gitlab.com/,gitlab.com,,approved | reject_not_directory | reject_not_submit | reject_paid,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,This operation was aborted; evidence: This operation was aborted,,This operation was aborted,yes,review_row:286,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,This operation was aborted,2026-05-22T08:40:54.331Z
p2-001,75,288,P2,verify_directory_fit_before_any_approval,https://glama.ai/mcp/servers,glama.ai,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_paid,reject_not_submit,medium,,reject_unless_manual_review_finds_hidden_submit_entry,"no submit path, submit button, or form signal found; evidence: payment/pricing signal found; directory/listing marketplace text signal found",,"no submit path, submit button, or form signal found",yes,review_row:288,200,yes,https://glama.ai/mcp/servers,glama.ai,0,1,no,no,yes,no,no,no,no,yes,no,,2026-05-22T08:41:04.335Z
p2-001,76,293,P2,verify_directory_fit_before_any_approval,https://gptforge.net/,gptforge.net,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_auth_required,reject_auth_required,medium,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,CAPTCHA or Cloudflare/human-verification signal found; evidence: Cloudflare/human verification signal found,,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:293,200,yes,https://gptforge.net/,gptforge.net,0,0,no,no,no,no,no,no,yes,no,no,,2026-05-22T08:41:07.159Z
p2-001,77,295,P2,verify_directory_fit_before_any_approval,https://gravatar.com/,gravatar.com,,approved | reject_not_directory | reject_not_submit | reject_paid,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,This operation was aborted; evidence: This operation was aborted,,This operation was aborted,yes,review_row:295,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,This operation was aborted,2026-05-22T08:41:08.862Z
p2-001,78,297,P2,verify_directory_fit_before_any_approval,https://growthhackers.com/,growthhackers.com,,approved | reject_not_directory | reject_not_submit | reject_paid,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,This operation was aborted; evidence: This operation was aborted,,This operation was aborted,yes,review_row:297,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,This operation was aborted,2026-05-22T08:41:18.877Z
p2-001,79,298,P2,verify_directory_fit_before_any_approval,https://gust.com/,gust.com,,approved | reject_not_directory | reject_not_submit | reject_paid,review_fetch_failed,reject_auth_required,high,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; Cloudflare/human verification signal found; HTTP 403,,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:298,403,no,https://gust.com/,gust.com,0,0,no,no,no,no,no,yes,yes,no,no,HTTP 403,2026-05-22T08:41:28.877Z
p2-001,80,303,P2,verify_directory_fit_before_any_approval,https://www.hg.org/,hg.org,,approved | reject_not_directory | reject_not_submit | reject_paid,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: fetch failed,,fetch failed,yes,review_row:303,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fetch failed,2026-05-22T08:41:30.584Z
p2-001,81,305,P2,verify_directory_fit_before_any_approval,https://www.hotfrog.com/,hotfrog.com,,approved | reject_not_directory | reject_not_submit | reject_paid,review_fetch_failed,reject_auth_required,high,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; Cloudflare/human verification signal found; HTTP 403,,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:305,403,no,https://www.hotfrog.com/,hotfrog.com,0,0,no,no,no,no,no,yes,yes,no,no,HTTP 403,2026-05-22T08:41:31.848Z
p2-001,82,306,P2,verify_directory_fit_before_any_approval,https://www.houzz.com/,houzz.com,,approved | reject_not_directory | reject_not_submit | reject_paid,review_fetch_failed,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,login/register or OAuth signal found; evidence: login/register signal found; CAPTCHA signal found; HTTP 403,,login/register or OAuth signal found,yes,review_row:306,403,no,https://www.houzz.com/,houzz.com,0,0,no,no,no,yes,no,yes,no,no,no,HTTP 403,2026-05-22T08:41:33.186Z
p2-001,83,307,P2,verify_directory_fit_before_any_approval,https://hubpages.com/,hubpages.com,,approved | reject_not_directory | reject_not_submit | reject_paid,review_fetch_failed,reject_auth_required,high,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; final domain changed to discover.hubpages.com; HTTP 403,,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:307,403,no,https://discover.hubpages.com/,discover.hubpages.com,0,0,no,no,no,no,no,yes,no,no,no,HTTP 403,2026-05-22T08:41:33.942Z
p2-001,84,308,P2,verify_directory_fit_before_any_approval,https://www.ibegin.com/,ibegin.com,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_auth_required,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,"login/register or OAuth signal found; evidence: login/register signal found; Cloudflare/human verification signal found; 3 form(s), 10 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,login/register or OAuth signal found,yes,review_row:308,200,yes,https://www.ibegin.com/,ibegin.com,3,10,yes,no,yes,yes,no,no,yes,no,no,,2026-05-22T08:41:36.744Z
p2-001,85,309,P2,verify_directory_fit_before_any_approval,https://www.ibuildnew.com.au/,ibuildnew.com.au,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_paid,reject_auth_required,medium,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,CAPTCHA or Cloudflare/human-verification signal found; evidence: payment/pricing signal found; CAPTCHA signal found,,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:309,200,yes,https://www.ibuildnew.com.au/,ibuildnew.com.au,0,3,no,no,no,no,no,yes,no,yes,no,,2026-05-22T08:41:38.183Z
p2-001,86,310,P2,verify_directory_fit_before_any_approval,https://imgur.com/,imgur.com,,approved | reject_not_directory | reject_not_submit | reject_paid,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: fetch failed,,fetch failed,yes,review_row:310,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fetch failed,2026-05-22T08:41:39.824Z
p2-001,87,311,P2,verify_directory_fit_before_any_approval,https://inc42.com/,inc42.com,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_paid,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,"login/register or OAuth signal found; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; Cloudflare/human verification signal found; 2 form(s), 23 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,login/register or OAuth signal found,yes,review_row:311,200,yes,https://inc42.com/,inc42.com,2,23,yes,no,yes,yes,no,yes,yes,yes,no,,2026-05-22T08:41:40.797Z
p2-001,88,312,P2,verify_directory_fit_before_any_approval,https://www.indiamart.com/,indiamart.com,,approved | reject_not_directory | reject_not_submit | reject_paid,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,HTTP 429; evidence: HTTP 429,,HTTP 429,yes,review_row:312,429,no,https://www.indiamart.com/,indiamart.com,0,0,no,no,no,no,no,no,no,no,no,HTTP 429,2026-05-22T08:41:43.799Z
p2-001,89,313,P2,verify_directory_fit_before_any_approval,https://www.indiehacker.tools/,indiehacker.tools,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_not_submit,reject_not_submit,medium,,reject_unless_manual_review_finds_hidden_submit_entry,"no submit path, submit button, or form signal found; evidence: directory/listing marketplace text signal found",,"no submit path, submit button, or form signal found",yes,review_row:313,200,yes,https://www.indiehacker.tools/,indiehacker.tools,0,0,no,no,yes,no,no,no,no,no,no,,2026-05-22T08:41:44.629Z
p2-001,90,314,P2,verify_directory_fit_before_any_approval,https://www.indiehustles.com/,indiehustles.com,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_not_submit,reject_not_submit,medium,,reject_unless_manual_review_finds_hidden_submit_entry,"no submit path, submit button, or form signal found; evidence: directory/listing marketplace text signal found",,"no submit path, submit button, or form signal found",yes,review_row:314,200,yes,https://indiehustles.com/,indiehustles.com,0,0,no,no,yes,no,no,no,no,no,no,,2026-05-22T08:41:46.121Z
p2-001,91,316,P2,verify_directory_fit_before_any_approval,https://issuu.com/,issuu.com,,approved | reject_not_directory | reject_not_submit | reject_paid,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,This operation was aborted; evidence: This operation was aborted,,This operation was aborted,yes,review_row:316,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,This operation was aborted,2026-05-22T08:41:50.544Z
p2-001,92,319,P2,verify_directory_fit_before_any_approval,https://www.jimdo.com/,jimdo.com,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_paid,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,login/register or OAuth signal found; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; directory/listing marketplace text signal found,,login/register or OAuth signal found,yes,review_row:319,200,yes,https://www.jimdo.com/,jimdo.com,0,1,no,no,yes,yes,no,yes,no,yes,no,,2026-05-22T08:42:00.545Z
p2-001,93,324,P2,verify_directory_fit_before_any_approval,https://www.justia.com/,justia.com,,approved | reject_not_directory | reject_not_submit | reject_paid,review_fetch_failed,reject_auth_required,high,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; Cloudflare/human verification signal found; HTTP 403,,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:324,403,no,https://www.justia.com/,justia.com,0,0,no,no,no,no,no,yes,yes,no,no,HTTP 403,2026-05-22T08:42:02.211Z
p2-001,94,325,P2,verify_directory_fit_before_any_approval,https://www.justlanded.com/,justlanded.com,,approved | reject_not_directory | reject_not_submit | reject_paid,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,This operation was aborted; evidence: This operation was aborted,,This operation was aborted,yes,review_row:325,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,This operation was aborted,2026-05-22T08:42:03.996Z
p2-001,95,326,P2,verify_directory_fit_before_any_approval,https://www.kaggle.com/,kaggle.com,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_auth_required,reject_auth_required,medium,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found,,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:326,200,yes,https://www.kaggle.com/,kaggle.com,0,0,no,no,no,no,no,yes,no,no,no,,2026-05-22T08:42:14.004Z
p2-001,96,331,P2,verify_directory_fit_before_any_approval,https://land-book.com/,land-book.com,,approved | reject_not_directory | reject_not_submit | reject_paid,review_fetch_failed,reject_auth_required,high,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; Cloudflare/human verification signal found; HTTP 403,,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:331,403,no,https://land-book.com/,land-book.com,0,0,no,no,no,no,no,yes,yes,no,no,HTTP 403,2026-05-22T08:42:15.065Z
p2-001,97,333,P2,verify_directory_fit_before_any_approval,https://www.lawyers.com/,lawyers.com,,approved | reject_not_directory | reject_not_submit | reject_paid,review_fetch_failed,reject_auth_required,high,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; Cloudflare/human verification signal found; HTTP 403,,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:333,403,no,https://www.lawyers.com/,lawyers.com,0,0,no,no,no,no,no,yes,yes,no,no,HTTP 403,2026-05-22T08:42:16.380Z
p2-001,98,338,P2,verify_directory_fit_before_any_approval,https://www.livejournal.com/,livejournal.com,,approved | reject_not_directory | reject_not_submit | reject_paid,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: fetch failed,,fetch failed,yes,review_row:338,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fetch failed,2026-05-22T08:42:17.852Z
p2-001,99,339,P2,verify_directory_fit_before_any_approval,https://www.llmrelevance.com/,llmrelevance.com,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_paid,reject_auth_required,medium,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,CAPTCHA or Cloudflare/human-verification signal found; evidence: payment/pricing signal found; CAPTCHA signal found; submit/add/list/publish button text signal found; directory/listing marketplace text signal found,,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:339,200,yes,https://www.llmrelevance.com/,llmrelevance.com,0,0,yes,no,yes,no,no,yes,no,yes,no,,2026-05-22T08:42:18.646Z
p2-001,100,340,P2,verify_directory_fit_before_any_approval,https://www.locanto.com/,locanto.com,,approved | reject_not_directory | reject_not_submit | reject_paid,review_fetch_failed,reject_auth_required,high,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; Cloudflare/human verification signal found; HTTP 403,,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:340,403,no,https://www.locanto.com/,locanto.com,0,0,no,no,no,no,no,yes,yes,no,no,HTTP 403,2026-05-22T08:42:20.446Z
