batch_id,batch_order,review_row,priority,review_action,url,domain,current_review_decision,review_decision_options,evidence_suggested_decision,suggested_review_decision,suggestion_confidence,possible_approval_decision,reviewer_action,suggested_review_notes,suggested_pricing,suggestion_basis,evidence_matched,evidence_match_key,http_status,fetch_ok,final_url,final_domain,form_count,input_count,submit_button_signal,submit_path_signal,directory_signal,auth_signal,oauth_signal,captcha_signal,cloudflare_signal,payment_signal,duplicate_registry_url,fetch_error,checked_at
p2-004,301,330,P2,verify_directory_fit_before_any_approval,https://labsk.net/index.php?action=profile%3Bu%3D50620,labsk.net,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_auth_required,reject_auth_required,medium,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,"CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; 1 form(s), 3 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:330,200,yes,https://labsk.net/index.php?action=profile%3Bu%3D50620,labsk.net,1,3,yes,no,yes,no,no,yes,no,no,no,,2026-05-22T08:36:28.612Z
p2-004,341,409,P2,verify_directory_fit_before_any_approval,https://www.papertraildesign.com/football-water-bottle-labels-free-printable,papertraildesign.com,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_auth_required,reject_auth_required,medium,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,"CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; Cloudflare/human verification signal found; 3 form(s), 16 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:409,200,yes,https://www.papertraildesign.com/football-water-bottle-labels-free-printable/,papertraildesign.com,3,16,yes,no,yes,no,no,yes,yes,no,no,,2026-05-22T08:38:40.213Z
p2-004,342,410,P2,verify_directory_fit_before_any_approval,https://participacion.puertodelrosario.org/profiles/albaucb/groups,participacion.puertodelrosario.org,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_auth_required,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,"login/register or OAuth signal found; evidence: OAuth signal found; CAPTCHA signal found; 4 form(s), 10 input/select/textarea fields; submit/add/list/publish button text signal found",,login/register or OAuth signal found,yes,review_row:410,200,yes,https://participacion.puertodelrosario.org/profiles/albaucb/groups,participacion.puertodelrosario.org,4,10,yes,no,no,no,yes,yes,no,no,no,,2026-05-22T08:38:43.520Z
p2-004,343,412,P2,verify_directory_fit_before_any_approval,https://www.patisserie-okumoto.com/hpgen/HPB/entries/1.html?https%3A%2F%2Ffuhrerschein-eu.com%2F=,patisserie-okumoto.com,,approved | reject_not_directory | reject_not_submit | reject_paid,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,This operation was aborted; evidence: This operation was aborted,,This operation was aborted,yes,review_row:412,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,This operation was aborted,2026-05-22T08:38:46.480Z
p2-004,344,417,P2,verify_directory_fit_before_any_approval,https://www.peoplespunditdaily.com/news/us/2020/03/27/trump-pulls-trigger-on-defense-production-act-to-require-gm-to-make-ventilators,peoplespunditdaily.com,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_paid,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,"login/register or OAuth signal found; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; Cloudflare/human verification signal found; 3 form(s), 19 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,login/register or OAuth signal found,yes,review_row:417,200,yes,https://www.peoplespunditdaily.com/news/us/2020/03/27/trump-pulls-trigger-on-defense-production-act-to-require-gm-to-make-ventilators/,peoplespunditdaily.com,3,19,yes,no,yes,yes,no,yes,yes,yes,no,,2026-05-22T08:38:56.490Z
p2-004,345,418,P2,verify_directory_fit_before_any_approval,https://pharmahub.org/kb/registration/login2,pharmahub.org,,approved | reject_not_directory | reject_not_submit | reject_paid,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,This operation was aborted; evidence: This operation was aborted,,This operation was aborted,yes,review_row:418,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,This operation was aborted,2026-05-22T08:39:00.217Z
p2-004,346,419,P2,verify_directory_fit_before_any_approval,https://www.pinkcaddytravelogue.com/7-day-iceland-itinerary,pinkcaddytravelogue.com,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_auth_required,reject_auth_required,medium,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,"CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; 2 form(s), 17 input/select/textarea fields; submit/add/list/publish button text signal found",,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:419,200,yes,https://www.pinkcaddytravelogue.com/7-day-iceland-itinerary/,pinkcaddytravelogue.com,2,17,yes,no,no,no,no,yes,no,no,no,,2026-05-22T08:39:10.232Z
p2-004,347,422,P2,verify_directory_fit_before_any_approval,https://pixel77.com/fonts-for-posters,pixel77.com,,approved | reject_not_directory | reject_not_submit | reject_paid,review_fetch_failed,reject_auth_required,high,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; Cloudflare/human verification signal found; HTTP 403,,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:422,403,no,https://pixel77.com/fonts-for-posters,pixel77.com,0,0,no,no,no,no,no,yes,yes,no,no,HTTP 403,2026-05-22T08:39:15.346Z
p2-004,348,423,P2,verify_directory_fit_before_any_approval,https://pixel77.com/typography-rules-technique,pixel77.com,,approved | reject_not_directory | reject_not_submit | reject_paid,review_fetch_failed,reject_auth_required,high,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; Cloudflare/human verification signal found; HTTP 403,,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:423,403,no,https://pixel77.com/typography-rules-technique,pixel77.com,0,0,no,no,no,no,no,yes,yes,no,no,HTTP 403,2026-05-22T08:39:16.649Z
p2-004,349,425,P2,verify_directory_fit_before_any_approval,https://poppyandgrace.com/2017/09/raleys-lilo-and-stitch-birthday-luau,poppyandgrace.com,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_paid,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,"login/register or OAuth signal found; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; 3 form(s), 13 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,login/register or OAuth signal found,yes,review_row:425,200,yes,https://poppyandgrace.com/2017/09/raleys-lilo-and-stitch-birthday-luau/,poppyandgrace.com,3,13,yes,no,yes,yes,no,yes,no,yes,no,,2026-05-22T08:39:17.410Z
p2-004,350,430,P2,verify_directory_fit_before_any_approval,https://www.predictiveanalyticsworld.com/machinelearningtimes/dont-let-yourself-be-fooled-by-data-drift/13125,predictiveanalyticsworld.com,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_auth_required,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,"login/register or OAuth signal found; evidence: login/register signal found; CAPTCHA signal found; Cloudflare/human verification signal found; 4 form(s), 41 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,login/register or OAuth signal found,yes,review_row:430,200,yes,https://www.predictiveanalyticsworld.com/machinelearningtimes/dont-let-yourself-be-fooled-by-data-drift/13125/,predictiveanalyticsworld.com,4,41,yes,no,yes,yes,no,yes,yes,no,no,,2026-05-22T08:39:24.255Z
p2-004,351,431,P2,verify_directory_fit_before_any_approval,https://premierchess.com/chess-growth/maythebestplayerwin,premierchess.com,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_paid,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,"login/register or OAuth signal found; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; 1 form(s), 10 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,login/register or OAuth signal found,yes,review_row:431,200,yes,https://premierchess.com/chess-growth/maythebestplayerwin,premierchess.com,1,10,yes,no,yes,yes,no,yes,no,yes,no,,2026-05-22T08:39:27.785Z
p2-004,352,432,P2,verify_directory_fit_before_any_approval,https://premierchess.com/uncategorized/is-chess-a-sport-an-introduction-of-chess-in-and-within-the-sports-world,premierchess.com,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_paid,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,"login/register or OAuth signal found; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; 1 form(s), 10 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,login/register or OAuth signal found,yes,review_row:432,200,yes,https://premierchess.com/uncategorized/is-chess-a-sport-an-introduction-of-chess-in-and-within-the-sports-world,premierchess.com,1,10,yes,no,yes,yes,no,yes,no,yes,no,,2026-05-22T08:39:33.101Z
p2-004,353,433,P2,verify_directory_fit_before_any_approval,https://preview.amplethemes.com/blog-vlog-pro/2018/12/14/lovely-cat,preview.amplethemes.com,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_auth_required,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,"login/register or OAuth signal found; evidence: login/register signal found; CAPTCHA signal found; 4 form(s), 14 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,login/register or OAuth signal found,yes,review_row:433,200,yes,https://preview.amplethemes.com/blog-vlog-pro/2018/12/14/lovely-cat/,preview.amplethemes.com,4,14,yes,no,yes,yes,no,yes,no,no,no,,2026-05-22T08:39:36.318Z
p2-004,354,435,P2,verify_directory_fit_before_any_approval,https://product.com/,product.com,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_auth_required,reject_auth_required,medium,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; Cloudflare/human verification signal found; directory/listing marketplace text signal found,,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:435,200,yes,https://product.com/,product.com,0,0,no,no,yes,no,no,yes,yes,no,no,,2026-05-22T08:39:38.953Z
p2-004,355,437,P2,verify_directory_fit_before_any_approval,http://programas.cooperativa.cl/enaccion/2010/09/10/los-reportes-de-sustentabilidad,programas.cooperativa.cl,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_paid,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,"login/register or OAuth signal found; evidence: payment/pricing signal found; login/register signal found; 1 form(s), 7 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,login/register or OAuth signal found,yes,review_row:437,200,yes,http://programas.cooperativa.cl/enaccion/2010/09/10/los-reportes-de-sustentabilidad/,programas.cooperativa.cl,1,7,yes,no,yes,yes,no,no,no,yes,no,,2026-05-22T08:39:40.552Z
p2-004,356,439,P2,verify_directory_fit_before_any_approval,https://proofreadanywhere.com/get-paid-to-proofread,proofreadanywhere.com,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_paid,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,"login/register or OAuth signal found; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; 2 form(s), 19 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,login/register or OAuth signal found,yes,review_row:439,200,yes,https://proofreadanywhere.com/get-paid-to-proofread/,proofreadanywhere.com,2,19,yes,no,yes,yes,no,yes,no,yes,no,,2026-05-22T08:39:45.740Z
p2-004,357,441,P2,verify_directory_fit_before_any_approval,https://pt-media.org/2022/11/02/kuvitteellinen-hakaristi-pahoitti-mielen,pt-media.org,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_auth_required,reject_auth_required,medium,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,"CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; 2 form(s), 6 input/select/textarea fields; submit/add/list/publish button text signal found",,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:441,200,yes,https://pt-media.org/2022/11/02/kuvitteellinen-hakaristi-pahoitti-mielen/,pt-media.org,2,6,yes,no,no,no,no,yes,no,no,no,,2026-05-22T08:39:50.264Z
p2-004,358,442,P2,verify_directory_fit_before_any_approval,https://www.pv-magazine.com/2022/01/15/the-weekend-read,pv-magazine.com,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_paid,reject_auth_required,medium,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,"CAPTCHA or Cloudflare/human-verification signal found; evidence: payment/pricing signal found; CAPTCHA signal found; Cloudflare/human verification signal found; 5 form(s), 33 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:442,200,yes,https://www.pv-magazine.com/2022/01/15/the-weekend-read/,pv-magazine.com,5,33,yes,no,yes,no,no,yes,yes,yes,no,,2026-05-22T08:39:55.683Z
p2-004,359,445,P2,verify_directory_fit_before_any_approval,https://radioink.com/2025/04/14/donald-trump-jr-lara-trump-take-stakes-in-salem-media-group,radioink.com,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_auth_required,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,"login/register or OAuth signal found; evidence: login/register signal found; CAPTCHA signal found; Cloudflare/human verification signal found; 5 form(s), 27 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,login/register or OAuth signal found,yes,review_row:445,200,yes,https://radioink.com/2025/04/14/donald-trump-jr-lara-trump-take-stakes-in-salem-media-group/,radioink.com,5,27,yes,no,yes,yes,no,yes,yes,no,no,,2026-05-22T08:39:59.581Z
p2-004,360,446,P2,verify_directory_fit_before_any_approval,https://www.rcinet.ca/bhm-en/2021/02/02/a-variety-of-activities-unveiled-for-black-history-month,rcinet.ca,,approved | reject_not_directory | reject_not_submit | reject_paid,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,This operation was aborted; evidence: This operation was aborted,,This operation was aborted,yes,review_row:446,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,This operation was aborted,2026-05-22T08:40:02.042Z
p2-004,361,447,P2,verify_directory_fit_before_any_approval,https://www.rcinet.ca/rci70-en/2015/02/24/test1,rcinet.ca,,approved | reject_not_directory | reject_not_submit | reject_paid,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,This operation was aborted; evidence: This operation was aborted,,This operation was aborted,yes,review_row:447,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,This operation was aborted,2026-05-22T08:40:12.047Z
p2-004,362,448,P2,verify_directory_fit_before_any_approval,https://www.reneeroaming.com/kimberley-australia-luxury-expedition-cruise-seabourn,reneeroaming.com,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_auth_required,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,"login/register or OAuth signal found; evidence: login/register signal found; CAPTCHA signal found; 6 form(s), 23 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,login/register or OAuth signal found,yes,review_row:448,200,yes,https://www.reneeroaming.com/kimberley-australia-luxury-expedition-cruise-seabourn/,reneeroaming.com,6,23,yes,no,yes,yes,no,yes,no,no,no,,2026-05-22T08:40:22.052Z
p2-004,363,449,P2,verify_directory_fit_before_any_approval,https://www.reneeroaming.com/mexico-city-itinerary-the-best-things-to-do-in-4-days,reneeroaming.com,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_auth_required,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,"login/register or OAuth signal found; evidence: login/register signal found; CAPTCHA signal found; 6 form(s), 23 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,login/register or OAuth signal found,yes,review_row:449,200,yes,https://www.reneeroaming.com/mexico-city-itinerary-the-best-things-to-do-in-4-days/,reneeroaming.com,6,23,yes,no,yes,yes,no,yes,no,no,no,,2026-05-22T08:40:25.835Z
p2-004,364,450,P2,verify_directory_fit_before_any_approval,https://www.reneeroaming.com/new-england-fall-road-trip,reneeroaming.com,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_paid,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,"login/register or OAuth signal found; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; 6 form(s), 23 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,login/register or OAuth signal found,yes,review_row:450,200,yes,https://www.reneeroaming.com/new-england-fall-road-trip/,reneeroaming.com,6,23,yes,no,yes,yes,no,yes,no,yes,no,,2026-05-22T08:40:27.201Z
p2-004,365,451,P2,verify_directory_fit_before_any_approval,https://www.repeatcrafterme.com/2013/02/barn-card-for-sprout-tv.html,repeatcrafterme.com,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_paid,reject_auth_required,medium,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,"CAPTCHA or Cloudflare/human-verification signal found; evidence: payment/pricing signal found; CAPTCHA signal found; Cloudflare/human verification signal found; 3 form(s), 18 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:451,200,yes,https://www.repeatcrafterme.com/2013/02/barn-card-for-sprout-tv.html,repeatcrafterme.com,3,18,yes,no,yes,no,no,yes,yes,yes,no,,2026-05-22T08:40:28.970Z
p2-004,366,452,P2,verify_directory_fit_before_any_approval,https://www.repeatcrafterme.com/2019/01/crochet-moss-stitch-in-a-rectangle.html,repeatcrafterme.com,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_paid,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,"login/register or OAuth signal found; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; Cloudflare/human verification signal found; 3 form(s), 18 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,login/register or OAuth signal found,yes,review_row:452,200,yes,https://www.repeatcrafterme.com/2019/01/crochet-moss-stitch-in-a-rectangle.html,repeatcrafterme.com,3,18,yes,no,yes,yes,no,yes,yes,yes,no,,2026-05-22T08:40:30.757Z
p2-004,367,453,P2,verify_directory_fit_before_any_approval,https://www.repeatcrafterme.com/2019/05/crochet-avocado.html,repeatcrafterme.com,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_paid,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,"login/register or OAuth signal found; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; Cloudflare/human verification signal found; 3 form(s), 18 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,login/register or OAuth signal found,yes,review_row:453,200,yes,https://www.repeatcrafterme.com/2019/05/crochet-avocado.html,repeatcrafterme.com,3,18,yes,no,yes,yes,no,yes,yes,yes,no,,2026-05-22T08:40:31.642Z
p2-004,368,454,P2,verify_directory_fit_before_any_approval,https://www.repeatcrafterme.com/2025/02/crochet-furry-friends-book.html,repeatcrafterme.com,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_paid,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,"login/register or OAuth signal found; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; Cloudflare/human verification signal found; 3 form(s), 18 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,login/register or OAuth signal found,yes,review_row:454,200,yes,https://www.repeatcrafterme.com/2025/02/crochet-furry-friends-book.html,repeatcrafterme.com,3,18,yes,no,yes,yes,no,yes,yes,yes,no,,2026-05-22T08:40:32.349Z
p2-004,369,456,P2,verify_directory_fit_before_any_approval,https://ride.guru/content/newsroom/finding-your-fare-with-rideguru-a-how-to-guide,ride.guru,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_paid,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,"login/register or OAuth signal found; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; 26 form(s), 193 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,login/register or OAuth signal found,yes,review_row:456,200,yes,https://ride.guru/content/newsroom/finding-your-fare-with-rideguru-a-how-to-guide,ride.guru,26,193,yes,no,yes,yes,no,yes,no,yes,no,,2026-05-22T08:40:33.135Z
p2-004,370,457,P2,verify_directory_fit_before_any_approval,https://ru.esosedi.org/RU/BA/8564043/ust_saldyibash,ru.esosedi.org,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_auth_required,reject_auth_required,medium,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,CAPTCHA or Cloudflare/human-verification signal found; evidence: Cloudflare/human verification signal found; final domain changed to esosedi.org,,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:457,200,yes,https://esosedi.org/,esosedi.org,0,0,no,no,no,no,no,no,yes,no,no,,2026-05-22T08:40:37.807Z
p2-004,371,459,P2,verify_directory_fit_before_any_approval,https://www.runningwithspoons.com/easy-homemade-teriyaki-sauce,runningwithspoons.com,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_auth_required,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,"login/register or OAuth signal found; evidence: login/register signal found; CAPTCHA signal found; Cloudflare/human verification signal found; 6 form(s), 33 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,login/register or OAuth signal found,yes,review_row:459,200,yes,https://www.runningwithspoons.com/easy-homemade-teriyaki-sauce/,runningwithspoons.com,6,33,yes,no,yes,yes,no,yes,yes,no,no,,2026-05-22T08:40:41.389Z
p2-004,372,460,P2,verify_directory_fit_before_any_approval,https://www.runningwithspoons.com/flourless-carrot-cake-muffins,runningwithspoons.com,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_auth_required,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,"login/register or OAuth signal found; evidence: login/register signal found; CAPTCHA signal found; Cloudflare/human verification signal found; 6 form(s), 41 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,login/register or OAuth signal found,yes,review_row:460,200,yes,https://www.runningwithspoons.com/flourless-carrot-cake-muffins/,runningwithspoons.com,6,41,yes,no,yes,yes,no,yes,yes,no,no,,2026-05-22T08:40:44.838Z
p2-004,373,461,P2,verify_directory_fit_before_any_approval,https://runpee.com/10-best-math-movies-for-middle-school-students,runpee.com,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_auth_required,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,"login/register or OAuth signal found; evidence: login/register signal found; CAPTCHA signal found; Cloudflare/human verification signal found; 1 form(s), 1 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,login/register or OAuth signal found,yes,review_row:461,200,yes,https://runpee.com/10-best-math-movies-for-middle-school-students/,runpee.com,1,1,yes,no,yes,yes,no,yes,yes,no,no,,2026-05-22T08:40:46.033Z
p2-004,374,465,P2,verify_directory_fit_before_any_approval,https://scandasia.com/binh-duong-province-of-vietnam-attracts-more-than-4000-foreign-direct-investment-projects,scandasia.com,,approved | reject_not_directory | reject_not_submit | reject_paid,review_fetch_failed,reject_not_submit,high,,reject_unless_manual_review_finds_a_current_submit_url,"HTTP 404 indicates the candidate URL is not a live submit endpoint; evidence: CAPTCHA signal found; Cloudflare/human verification signal found; 2 form(s), 4 input/select/textarea fields; submit/add/list/publish button text signal found; HTTP 404",,HTTP 404 indicates the candidate URL is not a live submit endpoint,yes,review_row:465,404,no,https://scandasia.com/binh-duong-province-of-vietnam-attracts-more-than-4000-foreign-direct-investment-projects,scandasia.com,2,4,yes,no,no,no,no,yes,yes,no,no,HTTP 404,2026-05-22T08:40:49.262Z
p2-004,375,468,P2,verify_directory_fit_before_any_approval,https://www.selfloverainbow.com/self-improvement-7-reasons-why-we-struggle,selfloverainbow.com,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_auth_required,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,"login/register or OAuth signal found; evidence: login/register signal found; CAPTCHA signal found; 1 form(s), 2 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,login/register or OAuth signal found,yes,review_row:468,200,yes,https://www.selfloverainbow.com/self-improvement-7-reasons-why-we-struggle,selfloverainbow.com,1,2,yes,no,yes,yes,no,yes,no,no,no,,2026-05-22T08:40:52.034Z
p2-004,376,470,P2,verify_directory_fit_before_any_approval,https://sharonsantoni.com/2023/05/making-strawberry-jam-2,sharonsantoni.com,,approved | reject_not_directory | reject_not_submit | reject_paid,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,This operation was aborted; evidence: This operation was aborted,,This operation was aborted,yes,review_row:470,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,This operation was aborted,2026-05-22T08:40:54.379Z
p2-004,377,473,P2,verify_directory_fit_before_any_approval,https://www.simonsaysstampblog.com/blog/amore-laurafadora-3/comment-page-1,simonsaysstampblog.com,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_auth_required,reject_auth_required,medium,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,"CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; Cloudflare/human verification signal found; 4 form(s), 24 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:473,200,yes,https://www.simonsaysstampblog.com/blog/amore-laurafadora-3/comment-page-1/,simonsaysstampblog.com,4,24,yes,no,yes,no,no,yes,yes,no,no,,2026-05-22T08:41:04.385Z
p2-004,378,474,P2,verify_directory_fit_before_any_approval,https://site.com/,site.com,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_not_submit,reject_not_submit,high,,reject_unless_manual_review_finds_hidden_submit_entry,"no submit path, submit button, or form signal found",,"no submit path, submit button, or form signal found",yes,review_row:474,200,yes,https://site.com/,site.com,0,0,no,no,no,no,no,no,no,no,no,,2026-05-22T08:41:07.964Z
p2-004,379,478,P2,verify_directory_fit_before_any_approval,https://sites.suffolk.edu/connormulcahy/2014/02/28/solar-energy-lab,sites.suffolk.edu,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_auth_required,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,"login/register or OAuth signal found; evidence: login/register signal found; CAPTCHA signal found; 2 form(s), 3 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,login/register or OAuth signal found,yes,review_row:478,200,yes,https://sites.suffolk.edu/connormulcahy/2014/02/28/solar-energy-lab/,sites.suffolk.edu,2,3,yes,no,yes,yes,no,yes,no,no,no,,2026-05-22T08:41:09.476Z
p2-004,380,479,P2,verify_directory_fit_before_any_approval,https://sites.williams.edu/srd4/methods-exercises/methods-exercise-6,sites.williams.edu,,approved | reject_not_directory | reject_not_submit | reject_paid,review_fetch_failed,reject_auth_required,high,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; Cloudflare/human verification signal found; HTTP 403,,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:479,403,no,https://sites.williams.edu/srd4/methods-exercises/methods-exercise-6,sites.williams.edu,0,0,no,no,no,no,no,yes,yes,no,no,HTTP 403,2026-05-22T08:41:16.958Z
