batch_id,batch_order,review_row,priority,review_action,url,domain,current_review_decision,review_decision_options,evidence_suggested_decision,suggested_review_decision,suggestion_confidence,possible_approval_decision,reviewer_action,suggested_review_notes,suggested_pricing,suggestion_basis,evidence_matched,evidence_match_key,http_status,fetch_ok,final_url,final_domain,form_count,input_count,submit_button_signal,submit_path_signal,directory_signal,auth_signal,oauth_signal,captcha_signal,cloudflare_signal,payment_signal,duplicate_registry_url,fetch_error,checked_at
p2-002,101,350,P2,verify_directory_fit_before_any_approval,https://www.make.com/en/partners,make.com,,approved | reject_not_directory | reject_not_submit | reject_paid,review_fetch_failed,reject_auth_required,high,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; Cloudflare/human verification signal found; HTTP 403,,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:350,403,no,https://www.make.com/en/partners,make.com,0,0,no,no,no,no,no,yes,yes,no,no,HTTP 403,2026-05-22T08:36:28.265Z
p2-002,151,508,P2,verify_directory_fit_before_any_approval,https://www.strikingly.com/,strikingly.com,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_paid,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,"login/register or OAuth signal found; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; 2 form(s), 22 input/select/textarea fields; submit/add/list/publish button text signal found",,login/register or OAuth signal found,yes,review_row:508,200,yes,https://www.strikingly.com/,strikingly.com,2,22,yes,no,no,yes,no,yes,no,yes,no,,2026-05-22T08:39:24.295Z
p2-002,152,511,P2,verify_directory_fit_before_any_approval,https://substack.com/,substack.com,,approved | reject_not_directory | reject_not_submit | reject_paid,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: fetch failed,,fetch failed,yes,review_row:511,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fetch failed,2026-05-22T08:39:29.790Z
p2-002,153,512,P2,verify_directory_fit_before_any_approval,https://www.sulekha.com/,sulekha.com,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_auth_required,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,login/register or OAuth signal found; evidence: login/register signal found; submit/add/list/publish button text signal found; directory/listing marketplace text signal found,,login/register or OAuth signal found,yes,review_row:512,200,yes,https://www.sulekha.com/,sulekha.com,0,5,yes,no,yes,yes,no,no,no,no,no,,2026-05-22T08:39:30.715Z
p2-002,154,517,P2,verify_directory_fit_before_any_approval,https://taalk.com/,taalk.com,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_paid,reject_auth_required,medium,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,"CAPTCHA or Cloudflare/human-verification signal found; evidence: payment/pricing signal found; CAPTCHA signal found; Cloudflare/human verification signal found; 3 form(s), 7 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:517,200,yes,https://taalk.com/,taalk.com,3,7,yes,no,yes,no,no,yes,yes,yes,no,,2026-05-22T08:39:32.790Z
p2-002,155,518,P2,verify_directory_fit_before_any_approval,https://www.teacherspayteachers.com/,teacherspayteachers.com,,approved | reject_not_directory | reject_not_submit | reject_paid,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,This operation was aborted; evidence: This operation was aborted,,This operation was aborted,yes,review_row:518,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,This operation was aborted,2026-05-22T08:39:36.110Z
p2-002,156,519,P2,verify_directory_fit_before_any_approval,https://tech.co/,tech.co,,approved | reject_not_directory | reject_not_submit | reject_paid,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,HTTP 405; evidence: HTTP 405,,HTTP 405,yes,review_row:519,405,no,https://tech.co/,tech.co,0,0,no,no,no,no,no,no,no,no,no,HTTP 405,2026-05-22T08:39:46.110Z
p2-002,157,528,P2,verify_directory_fit_before_any_approval,https://thesaasdirectory.com/,thesaasdirectory.com,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_paid,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,"login/register or OAuth signal found; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; 2 form(s), 14 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,login/register or OAuth signal found,yes,review_row:528,200,yes,https://thesaasdirectory.com/,thesaasdirectory.com,2,14,yes,no,yes,yes,no,yes,no,yes,no,,2026-05-22T08:39:47.397Z
p2-002,158,532,P2,verify_directory_fit_before_any_approval,https://todaylaunches.com/,todaylaunches.com,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_paid,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,login/register or OAuth signal found; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; directory/listing marketplace text signal found,,login/register or OAuth signal found,yes,review_row:532,200,yes,https://todaylaunches.com/,todaylaunches.com,0,0,no,no,yes,yes,no,yes,no,yes,no,,2026-05-22T08:39:49.630Z
p2-002,159,538,P2,verify_directory_fit_before_any_approval,https://toolsfine.com/,toolsfine.com,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_auth_required,reject_auth_required,medium,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,"CAPTCHA or Cloudflare/human-verification signal found; evidence: Cloudflare/human verification signal found; 1 form(s), 1 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:538,200,yes,https://toolsfine.com/,toolsfine.com,1,1,yes,no,yes,no,no,no,yes,no,no,,2026-05-22T08:39:50.967Z
p2-002,160,540,P2,verify_directory_fit_before_any_approval,https://trustmrr.com/,trustmrr.com,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_paid,reject_auth_required,medium,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,CAPTCHA or Cloudflare/human-verification signal found; evidence: payment/pricing signal found; CAPTCHA signal found; submit/add/list/publish button text signal found; directory/listing marketplace text signal found,,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:540,200,yes,https://trustmrr.com/,trustmrr.com,0,4,yes,no,yes,no,no,yes,no,yes,no,,2026-05-22T08:39:54.990Z
p2-002,161,542,P2,verify_directory_fit_before_any_approval,https://www.tumblr.com/,tumblr.com,,approved | reject_not_directory | reject_not_submit | reject_paid,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,This operation was aborted; evidence: This operation was aborted,,This operation was aborted,yes,review_row:542,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,This operation was aborted,2026-05-22T08:39:57.504Z
p2-002,162,543,P2,verify_directory_fit_before_any_approval,https://tupalo.com/,tupalo.com,,approved | reject_not_directory | reject_not_submit | reject_paid,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,This operation was aborted; evidence: This operation was aborted,,This operation was aborted,yes,review_row:543,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,This operation was aborted,2026-05-22T08:40:07.507Z
p2-002,163,549,P2,verify_directory_fit_before_any_approval,https://www.warriorforum.com/,warriorforum.com,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_paid,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,"login/register or OAuth signal found; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; 4 form(s), 8 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,login/register or OAuth signal found,yes,review_row:549,200,yes,https://www.warriorforum.com/,warriorforum.com,4,8,yes,no,yes,yes,no,yes,no,yes,no,,2026-05-22T08:40:17.514Z
p2-002,164,551,P2,verify_directory_fit_before_any_approval,https://webdesign-inspiration.com/,webdesign-inspiration.com,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_auth_required,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,"login/register or OAuth signal found; evidence: login/register signal found; CAPTCHA signal found; Cloudflare/human verification signal found; 56 form(s), 56 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,login/register or OAuth signal found,yes,review_row:551,200,yes,https://www.webdesign-inspiration.com/,webdesign-inspiration.com,56,56,yes,no,yes,yes,no,yes,yes,no,no,,2026-05-22T08:40:20.305Z
p2-002,165,552,P2,verify_directory_fit_before_any_approval,https://www.webmasterworld.com/,webmasterworld.com,,approved | reject_not_directory | reject_not_submit | reject_paid,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,This operation was aborted; evidence: This operation was aborted,,This operation was aborted,yes,review_row:552,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,This operation was aborted,2026-05-22T08:40:24.594Z
p2-002,166,554,P2,verify_directory_fit_before_any_approval,https://www.weebly.com/,weebly.com,,approved | reject_not_directory | reject_not_submit | reject_paid,review_fetch_failed,reject_auth_required,high,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; Cloudflare/human verification signal found; HTTP 403,,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:554,403,no,https://www.weebly.com/,weebly.com,0,0,no,no,no,no,no,yes,yes,no,no,HTTP 403,2026-05-22T08:40:34.599Z
p2-002,167,555,P2,verify_directory_fit_before_any_approval,https://wefunder.com/,wefunder.com,,approved | reject_not_directory | reject_not_submit | reject_paid,review_fetch_failed,reject_auth_required,high,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; Cloudflare/human verification signal found; HTTP 403,,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:555,403,no,https://wefunder.com/,wefunder.com,0,0,no,no,no,no,no,yes,yes,no,no,HTTP 403,2026-05-22T08:40:35.802Z
p2-002,168,557,P2,verify_directory_fit_before_any_approval,https://www.wellness.com/,wellness.com,,approved | reject_not_directory | reject_not_submit | reject_paid,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,HTTP 403; evidence: HTTP 403,,HTTP 403,yes,review_row:557,403,no,https://www.wellness.com/,wellness.com,0,0,no,no,no,no,no,no,no,no,no,HTTP 403,2026-05-22T08:40:37.527Z
p2-002,169,558,P2,verify_directory_fit_before_any_approval,https://whatlaunchedtoday.com/,whatlaunchedtoday.com,,approved | reject_not_directory | reject_not_submit | reject_paid,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: fetch failed,,fetch failed,yes,review_row:558,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fetch failed,2026-05-22T08:40:39.957Z
p2-002,170,560,P2,verify_directory_fit_before_any_approval,https://www.where2go.com/,where2go.com,,approved | reject_not_directory | reject_not_submit | reject_paid,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,This operation was aborted; evidence: This operation was aborted,,This operation was aborted,yes,review_row:560,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,This operation was aborted,2026-05-22T08:40:40.342Z
p2-002,171,566,P2,verify_directory_fit_before_any_approval,https://wordpress.com/,wordpress.com,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_paid,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,"login/register or OAuth signal found; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; 1 form(s), 3 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,login/register or OAuth signal found,yes,review_row:566,200,yes,https://wordpress.com/zh-cn/,wordpress.com,1,3,yes,no,yes,yes,no,yes,no,yes,no,,2026-05-22T08:40:50.355Z
p2-002,172,569,P2,verify_directory_fit_before_any_approval,https://www.yellowpagesgoesgreen.org/,yellowpagesgoesgreen.org,,approved | reject_not_directory | reject_not_submit | reject_paid,review_fetch_failed,reject_auth_required,high,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; Cloudflare/human verification signal found; directory/listing marketplace text signal found; final domain changed to yellowpagesdirectory.com; HTTP 403,,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:569,403,no,https://www.yellowpagesdirectory.com/,yellowpagesdirectory.com,0,0,no,no,yes,no,no,yes,yes,no,no,HTTP 403,2026-05-22T08:40:51.782Z
p2-002,173,570,P2,verify_directory_fit_before_any_approval,https://www.yogatrail.com/,yogatrail.com,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_auth_required,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,login/register or OAuth signal found; evidence: login/register signal found; CAPTCHA signal found; submit/add/list/publish button text signal found; final domain changed to buzzwoo.de,,login/register or OAuth signal found,yes,review_row:570,200,yes,https://www.buzzwoo.de/projekte-kunden/yogatrail,buzzwoo.de,0,0,yes,no,no,yes,no,yes,no,no,no,,2026-05-22T08:40:55.726Z
p2-002,174,579,P2,verify_directory_fit_before_any_approval,https://zapier.com/developer,zapier.com,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_paid,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,"login/register or OAuth signal found; evidence: payment/pricing signal found; login/register signal found; OAuth signal found; CAPTCHA signal found; 1 form(s), 0 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,login/register or OAuth signal found,yes,review_row:579,200,yes,https://zapier.com/developer-platform,zapier.com,1,0,yes,no,yes,yes,yes,yes,no,yes,no,,2026-05-22T08:40:59.116Z
p2-002,175,203,P2,verify_directory_fit_before_any_approval,https://custom.com/,custom.com,,approved | reject_not_directory | reject_not_submit | reject_paid,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,This operation was aborted; evidence: This operation was aborted,,This operation was aborted,yes,review_row:203,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,This operation was aborted,2026-05-22T08:41:00.681Z
p2-002,176,235,P2,verify_directory_fit_before_any_approval,https://example.com/,example.com,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_not_submit,reject_not_submit,high,,reject_unless_manual_review_finds_hidden_submit_entry,"no submit path, submit button, or form signal found",,"no submit path, submit button, or form signal found",yes,review_row:235,200,yes,https://example.com/,example.com,0,0,no,no,no,no,no,no,no,no,no,,2026-05-22T08:41:10.689Z
p2-002,177,57,P2,verify_directory_fit_before_any_approval,https://abracomex.org/aula-inaugural-graduacao-servicos-juridicos-online,abracomex.org,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_paid,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,"login/register or OAuth signal found; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; 1 form(s), 7 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,login/register or OAuth signal found,yes,review_row:57,200,yes,https://abracomex.org/aula-inaugural-graduacao-servicos-juridicos-online/,abracomex.org,1,7,yes,no,yes,yes,no,yes,no,yes,no,,2026-05-22T08:41:11.872Z
p2-002,178,58,P2,verify_directory_fit_before_any_approval,https://accounts.google.com/,accounts.google.com,,approved | reject_not_directory | reject_not_submit | reject_paid,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,This operation was aborted; evidence: This operation was aborted,,This operation was aborted,yes,review_row:58,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,This operation was aborted,2026-05-22T08:41:16.978Z
p2-002,179,61,P2,verify_directory_fit_before_any_approval,https://advicefromatwentysomething.com/3-simple-ways-to-reconnect-with-your-creativity,advicefromatwentysomething.com,,approved | reject_not_directory | reject_not_submit | reject_paid,review_fetch_failed,reject_not_submit,high,,reject_unless_manual_review_finds_a_current_submit_url,HTTP 404 indicates the candidate URL is not a live submit endpoint; evidence: login/register signal found; HTTP 404,,HTTP 404 indicates the candidate URL is not a live submit endpoint,yes,review_row:61,404,no,https://advicefromatwentysomething.com/3-simple-ways-to-reconnect-with-your-creativity,advicefromatwentysomething.com,0,0,no,no,no,yes,no,no,no,no,no,HTTP 404,2026-05-22T08:41:26.984Z
p2-002,180,88,P2,verify_directory_fit_before_any_approval,https://another-blog.com/tech-post,another-blog.com,,approved | reject_not_directory | reject_not_submit | reject_paid,review_fetch_failed,reject_auth_required,high,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; Cloudflare/human verification signal found; HTTP 403,,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:88,403,no,https://another-blog.com/tech-post,another-blog.com,0,0,no,no,no,no,no,yes,yes,no,no,HTTP 403,2026-05-22T08:41:28.707Z
p2-002,181,89,P2,verify_directory_fit_before_any_approval,https://www.anspblog.org/fin-to-limb-to-art,anspblog.org,,approved | reject_not_directory | reject_not_submit | reject_paid,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: fetch failed,,fetch failed,yes,review_row:89,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fetch failed,2026-05-22T08:41:30.565Z
p2-002,182,91,P2,verify_directory_fit_before_any_approval,https://any-site.com/,any-site.com,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_auth_required,reject_auth_required,medium,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,"CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; Cloudflare/human verification signal found; 1 form(s), 1 input/select/textarea fields; submit/add/list/publish button text signal found",,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:91,200,yes,https://www.any-site.com/,any-site.com,1,1,yes,no,no,no,no,yes,yes,no,no,,2026-05-22T08:41:33.765Z
p2-002,183,93,P2,verify_directory_fit_before_any_approval,https://api.indexnow.org/indexnow,api.indexnow.org,,approved | reject_not_directory | reject_not_submit | reject_paid,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,HTTP 400; evidence: HTTP 400,,HTTP 400,yes,review_row:93,400,no,https://api.indexnow.org/indexnow,api.indexnow.org,0,0,no,no,no,no,no,no,no,no,no,HTTP 400,2026-05-22T08:41:37.183Z
p2-002,184,97,P2,verify_directory_fit_before_any_approval,https://www.arlindovsky.net/2022/06/calendarizacao-da-mobilidade-por-doenca,arlindovsky.net,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_auth_required,reject_auth_required,medium,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,"CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; 6 form(s), 32 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:97,200,yes,https://www.arlindovsky.net/2022/06/calendarizacao-da-mobilidade-por-doenca,arlindovsky.net,6,32,yes,no,yes,no,no,yes,no,no,no,,2026-05-22T08:41:37.958Z
p2-002,185,98,P2,verify_directory_fit_before_any_approval,https://www.arlindovsky.net/2024/05/e-depois-de-abril-paulo-prudencio,arlindovsky.net,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_auth_required,reject_auth_required,medium,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,"CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; 6 form(s), 32 input/select/textarea fields; submit/add/list/publish button text signal found",,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:98,200,yes,https://www.arlindovsky.net/2024/05/e-depois-de-abril-paulo-prudencio,arlindovsky.net,6,32,yes,no,no,no,no,yes,no,no,no,,2026-05-22T08:41:41.303Z
p2-002,186,102,P2,verify_directory_fit_before_any_approval,https://athomeinthefuture.com/2022/03/design-decorate-perfect-backyard,athomeinthefuture.com,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_auth_required,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,"login/register or OAuth signal found; evidence: login/register signal found; CAPTCHA signal found; 1 form(s), 1 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,login/register or OAuth signal found,yes,review_row:102,200,yes,https://athomeinthefuture.com/2022/03/design-decorate-perfect-backyard/,athomeinthefuture.com,1,1,yes,no,yes,yes,no,yes,no,no,no,,2026-05-22T08:41:42.382Z
p2-002,187,107,P2,verify_directory_fit_before_any_approval,https://www.bakerella.com/16-sweet-easter-treats,bakerella.com,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_auth_required,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,"login/register or OAuth signal found; evidence: login/register signal found; CAPTCHA signal found; 5 form(s), 24 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,login/register or OAuth signal found,yes,review_row:107,200,yes,https://www.bakerella.com/16-sweet-easter-treats/,bakerella.com,5,24,yes,no,yes,yes,no,yes,no,no,no,,2026-05-22T08:41:45.426Z
p2-002,188,108,P2,verify_directory_fit_before_any_approval,https://www.bakerella.com/sweets-for-the-season,bakerella.com,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_auth_required,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,"login/register or OAuth signal found; evidence: login/register signal found; CAPTCHA signal found; 5 form(s), 24 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,login/register or OAuth signal found,yes,review_row:108,200,yes,https://www.bakerella.com/sweets-for-the-season/,bakerella.com,5,24,yes,no,yes,yes,no,yes,no,no,no,,2026-05-22T08:41:49.990Z
p2-002,189,109,P2,verify_directory_fit_before_any_approval,https://www.bakerella.com/yummy-mummy-snack-cakes,bakerella.com,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_auth_required,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,"login/register or OAuth signal found; evidence: login/register signal found; CAPTCHA signal found; Cloudflare/human verification signal found; 6 form(s), 24 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,login/register or OAuth signal found,yes,review_row:109,200,yes,https://www.bakerella.com/yummy-mummy-snack-cakes/,bakerella.com,6,24,yes,no,yes,yes,no,yes,yes,no,no,,2026-05-22T08:41:53.571Z
p2-002,190,110,P2,verify_directory_fit_before_any_approval,https://bakersroyale.com/chocolate-banana-bread-muffins-stuffed-with-reeses-peanut-butter-cup,bakersroyale.com,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_auth_required,reject_auth_required,medium,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,"CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; Cloudflare/human verification signal found; 5 form(s), 16 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:110,200,yes,https://bakersroyale.com/chocolate-banana-bread-muffins-stuffed-with-reeses-peanut-butter-cup/,bakersroyale.com,5,16,yes,no,yes,no,no,yes,yes,no,no,,2026-05-22T08:41:56.895Z
p2-002,191,112,P2,verify_directory_fit_before_any_approval,https://bangshift.com/bangshift1320/baby-gators-photos-nhra-divisional-sportsman-drag-racing-action-shots,bangshift.com,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_auth_required,reject_auth_required,medium,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,"CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; Cloudflare/human verification signal found; 2 form(s), 3 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:112,200,yes,https://bangshift.com/bangshift1320/baby-gators-photos-nhra-divisional-sportsman-drag-racing-action-shots/,bangshift.com,2,3,yes,no,yes,no,no,yes,yes,no,no,,2026-05-22T08:41:59.736Z
p2-002,192,113,P2,verify_directory_fit_before_any_approval,https://www.beautythroughimperfection.com/reindeer-donuts,beautythroughimperfection.com,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_paid,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,"login/register or OAuth signal found; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; 4 form(s), 18 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,login/register or OAuth signal found,yes,review_row:113,200,yes,https://www.beautythroughimperfection.com/reindeer-donuts/,beautythroughimperfection.com,4,18,yes,no,yes,yes,no,yes,no,yes,no,,2026-05-22T08:42:03.514Z
p2-002,193,118,P2,verify_directory_fit_before_any_approval,https://www.betterreading.com.au/news/awards/breaking-news-announcing-the-2023-better-reading-top-100,betterreading.com.au,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_paid,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,"login/register or OAuth signal found; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; Cloudflare/human verification signal found; 4 form(s), 14 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,login/register or OAuth signal found,yes,review_row:118,200,yes,https://www.betterreading.com.au/news/awards/breaking-news-announcing-the-2023-better-reading-top-100/,betterreading.com.au,4,14,yes,no,yes,yes,no,yes,yes,yes,no,,2026-05-22T08:42:10.600Z
p2-002,194,119,P2,verify_directory_fit_before_any_approval,https://www.betterreading.com.au/news/book-life/wine-coffee-tea-what-do-you-drink-while-youre-reading,betterreading.com.au,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_paid,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,"login/register or OAuth signal found; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; Cloudflare/human verification signal found; 4 form(s), 14 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,login/register or OAuth signal found,yes,review_row:119,200,yes,https://www.betterreading.com.au/news/book-life/wine-coffee-tea-what-do-you-drink-while-youre-reading/,betterreading.com.au,4,14,yes,no,yes,yes,no,yes,yes,yes,no,,2026-05-22T08:42:14.458Z
p2-002,195,120,P2,verify_directory_fit_before_any_approval,https://bevcooks.com/2019/06/creamy-chicken-and-asparagus-casserole,bevcooks.com,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_paid,reject_auth_required,medium,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,"CAPTCHA or Cloudflare/human-verification signal found; evidence: payment/pricing signal found; CAPTCHA signal found; 3 form(s), 15 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:120,200,yes,https://bevcooks.com/2019/06/creamy-chicken-and-asparagus-casserole/,bevcooks.com,3,15,yes,no,yes,no,no,yes,no,yes,no,,2026-05-22T08:42:19.418Z
p2-002,196,121,P2,verify_directory_fit_before_any_approval,https://bevcooks.com/2024/08/homemade-ricotta,bevcooks.com,,approved | reject_not_directory | reject_not_submit | reject_paid,reject_paid,reject_auth_required,high,,reject_or_route_to_assisted_manual_flow,"login/register or OAuth signal found; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; 3 form(s), 15 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,login/register or OAuth signal found,yes,review_row:121,200,yes,https://bevcooks.com/2024/08/homemade-ricotta/,bevcooks.com,3,15,yes,no,yes,yes,no,yes,no,yes,no,,2026-05-22T08:42:23.356Z
