queue_order,target_id,name,domain,mode,submit_url,current_pricing,suggested_pricing,suggested_review_decision,suggestion_confidence,reviewer_action,suggested_review_notes,suggestion_basis,evidence_matched,http_status,fetch_ok,final_url,final_domain,submit_button_signal,submit_path_signal,directory_signal,auth_signal,oauth_signal,captcha_signal,cloudflare_signal,payment_signal,free_signal,freemium_signal,pricing_page_signal,checked_at,automation_policy
46,weliketools-com,https://weliketools.com,weliketools.com,assisted,https://weliketools.com/,unknown,paid,mark_paid,high,verify_no_free_submission_path_exists_then_mark_paid_or_skip,evidence: paid/payment signal found; pricing/plan link or text found; submit/add/list button signal found; auth/login signal found | basis: auth/login signal found; payment or paid-listing signal found; submit surface signal found; pricing/plan link or text found,auth/login signal found; payment or paid-listing signal found; submit surface signal found; pricing/plan link or text found,yes,200,yes,https://weliketools.com/,weliketools.com,yes,no,yes,yes,no,no,no,yes,no,no,yes,2026-05-23T10:53:31.583Z,non_binding_suggestion_no_registry_write_no_submission
47,xinquji-com,新趣集,xinquji.com,assisted,https://xinquji.com/,unknown,unknown,needs_manual_check,low,open_manually_without_bypassing_challenge_then_record_pricing,evidence: pricing/plan link or text found; submit/add/list button signal found; auth/login signal found; CAPTCHA/Cloudflare signal found | basis: CAPTCHA/Cloudflare signal blocks reliable pricing automation; auth/login signal found; submit surface signal found; pricing/plan link or text found,CAPTCHA/Cloudflare signal blocks reliable pricing automation; auth/login signal found; submit surface signal found; pricing/plan link or text found,yes,200,yes,https://xinquji.com/,xinquji.com,yes,no,yes,yes,no,yes,no,no,no,no,yes,2026-05-23T10:53:31.583Z,non_binding_suggestion_no_registry_write_no_submission
48,aitechviral-com,https://aitechviral.com,aitechviral.com,assisted,https://aitechviral.com/,unknown,paid,mark_paid,high,verify_no_free_submission_path_exists_then_mark_paid_or_skip,evidence: paid/payment signal found; pricing/plan link or text found; submit/add/list button signal found; auth/login signal found | basis: auth/login signal found; payment or paid-listing signal found; submit surface signal found; pricing/plan link or text found,auth/login signal found; payment or paid-listing signal found; submit surface signal found; pricing/plan link or text found,yes,200,yes,https://aitechviral.com/,aitechviral.com,yes,no,yes,yes,no,no,no,yes,no,no,yes,2026-05-23T10:53:31.583Z,non_binding_suggestion_no_registry_write_no_submission
49,aitoptools,AITopTools,aitoptools.com,assisted,https://aitoptools.com/login?redirect_to=submit,unknown,unknown,keep_unknown,low,open_manually_before_editing_pricing,evidence: This operation was aborted | basis: fetch did not succeed: This operation was aborted,fetch did not succeed: This operation was aborted,yes,,no,,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2026-05-23T10:53:31.583Z,non_binding_suggestion_no_registry_write_no_submission
50,alternativeto,AlternativeTo,alternativeto.net,assisted,https://alternativeto.net/faq,unknown,unknown,keep_unknown,low,open_manually_before_editing_pricing,evidence: CAPTCHA/Cloudflare signal found | basis: fetch did not succeed,fetch did not succeed,yes,403,no,https://alternativeto.net/faq,alternativeto.net,no,no,no,no,no,no,yes,no,no,no,no,2026-05-23T10:53:31.583Z,non_binding_suggestion_no_registry_write_no_submission
51,betalist,Betalist,betalist.com,assisted,https://betalist.com/users/sign_in,unknown,unknown,keep_unknown,low,open_manually_before_editing_pricing,evidence: submit-like URL path found | basis: fetch did not succeed,fetch did not succeed,yes,404,no,https://betalist.com/users/sign_in,betalist.com,no,yes,no,no,no,no,no,no,no,no,no,2026-05-23T10:53:31.583Z,non_binding_suggestion_no_registry_write_no_submission
52,broadwise-org,Broadwise.org,broadwise.org,assisted,https://broadwise.org/t/how-to-promote-your-startup-on-broadwise-org/125,unknown,freemium,mark_freemium,low,confirm_free_submission_path_exists_before_any_free_only_plan,evidence: free plus premium/sponsored signal found; pricing/plan link or text found | basis: free plus premium/sponsored signal found; pricing/plan link or text found,free plus premium/sponsored signal found; pricing/plan link or text found,yes,200,yes,https://broadwise.org/t/how-to-promote-your-startup-on-broadwise-org/125,broadwise.org,no,no,yes,no,no,no,no,no,no,yes,yes,2026-05-23T10:53:31.583Z,non_binding_suggestion_no_registry_write_no_submission
53,dev-to,dev.to,dev.to,assisted,https://dev.to/,unknown,paid,mark_paid,high,verify_no_free_submission_path_exists_then_mark_paid_or_skip,evidence: paid/payment signal found; pricing/plan link or text found; submit/add/list button signal found; auth/login signal found | basis: auth/login signal found; payment or paid-listing signal found; submit surface signal found; pricing/plan link or text found,auth/login signal found; payment or paid-listing signal found; submit surface signal found; pricing/plan link or text found,yes,200,yes,https://dev.to/,dev.to,yes,no,yes,yes,no,no,no,yes,no,no,yes,2026-05-23T10:53:31.583Z,non_binding_suggestion_no_registry_write_no_submission
54,dev-hunt,Dev Hunt,devhunt.org,assisted,https://devhunt.org/,unknown,unknown,keep_unknown,low,open_manually_and_record_pricing_evidence,basis: no decisive pricing signal found,no decisive pricing signal found,yes,200,yes,https://devhunt.org/,devhunt.org,no,no,yes,no,no,no,no,no,no,no,no,2026-05-23T10:53:31.583Z,non_binding_suggestion_no_registry_write_no_submission
55,dizkaz-com,笛卡,dizkaz.com,assisted,https://dizkaz.com/,unknown,unknown,keep_unknown,low,open_manually_and_record_pricing_evidence,evidence: pricing/plan link or text found | basis: pricing/plan link or text found; no decisive pricing signal found,pricing/plan link or text found; no decisive pricing signal found,yes,200,yes,https://dizkaz.com/,dizkaz.com,no,no,no,no,no,no,no,no,no,no,yes,2026-05-23T10:53:31.583Z,non_binding_suggestion_no_registry_write_no_submission
56,free-ai-tool,Free AI Tool,freeaitool.ai,assisted,https://freeaitool.ai/submit,unknown,unknown,keep_unknown,low,open_manually_and_record_pricing_evidence,evidence: submit-like URL path found | basis: submit surface signal found; no decisive pricing signal found,submit surface signal found; no decisive pricing signal found,yes,200,yes,https://freeaitool.ai/submit,freeaitool.ai,no,yes,yes,no,no,no,no,no,no,no,no,2026-05-23T10:53:31.583Z,non_binding_suggestion_no_registry_write_no_submission
57,gainweb-org,GainWeb.org,gainweb.org,assisted,https://gainweb.org/,unknown,unknown,keep_unknown,low,open_manually_and_record_pricing_evidence,evidence: pricing/plan link or text found; submit/add/list button signal found; auth/login signal found | basis: auth/login signal found; submit surface signal found; pricing/plan link or text found; no decisive pricing signal found,auth/login signal found; submit surface signal found; pricing/plan link or text found; no decisive pricing signal found,yes,200,yes,https://gainweb.org/,gainweb.org,yes,no,yes,yes,no,no,no,no,no,no,yes,2026-05-23T10:53:31.583Z,non_binding_suggestion_no_registry_write_no_submission
58,hackernoon,HackerNoon,hackernoon.com,assisted,https://hackernoon.com/,unknown,paid,mark_paid,medium,verify_no_free_submission_path_exists_then_mark_paid_or_skip,evidence: paid/payment signal found | basis: payment or paid-listing signal found,payment or paid-listing signal found,yes,200,yes,https://hackernoon.com/,hackernoon.com,no,no,yes,no,no,no,no,yes,no,no,no,2026-05-23T10:53:31.583Z,non_binding_suggestion_no_registry_write_no_submission
59,hashnode,Hashnode,hashnode.com,assisted,https://hashnode.com/discussions,unknown,unknown,keep_unknown,low,open_manually_and_record_pricing_evidence,evidence: auth/login signal found | basis: auth/login signal found; no decisive pricing signal found,auth/login signal found; no decisive pricing signal found,yes,200,yes,https://hashnode.com/discussions,hashnode.com,no,no,no,yes,no,no,no,no,no,no,no,2026-05-23T10:53:31.583Z,non_binding_suggestion_no_registry_write_no_submission
60,hellogithub,HelloGitHub,hellogithub.com,assisted,https://hellogithub.com/,unknown,unknown,keep_unknown,low,open_manually_and_record_pricing_evidence,evidence: auth/login signal found | basis: auth/login signal found; no decisive pricing signal found,auth/login signal found; no decisive pricing signal found,yes,200,yes,https://hellogithub.com/,hellogithub.com,no,no,no,yes,no,no,no,no,no,no,no,2026-05-23T10:53:31.583Z,non_binding_suggestion_no_registry_write_no_submission
61,indie-hackers-guide-pages-dev-id,https://indie-hackers-guide.pages.dev/#/?id=🌐强烈推荐审核容易且能获得高质量的外链,indie-hackers-guide.pages.dev,assisted,https://indie-hackers-guide.pages.dev/,unknown,unknown,keep_unknown,low,open_manually_and_record_pricing_evidence,basis: no decisive pricing signal found,no decisive pricing signal found,yes,200,yes,https://indie-hackers-guide.pages.dev/,indie-hackers-guide.pages.dev,no,no,no,no,no,no,no,no,no,no,no,2026-05-23T10:53:31.583Z,non_binding_suggestion_no_registry_write_no_submission
62,juejin-cn,掘金,juejin.cn,assisted,https://juejin.cn/,unknown,unknown,keep_unknown,low,open_manually_and_record_pricing_evidence,evidence: auth/login signal found | basis: auth/login signal found; no decisive pricing signal found,auth/login signal found; no decisive pricing signal found,yes,200,yes,https://juejin.cn/,juejin.cn,no,no,no,yes,no,no,no,no,no,no,no,2026-05-23T10:53:31.583Z,non_binding_suggestion_no_registry_write_no_submission
63,latestaiupdates-com,https://latestaiupdates.com,latestaiupdates.com,assisted,https://latestaiupdates.com/,unknown,paid,mark_paid,high,verify_no_free_submission_path_exists_then_mark_paid_or_skip,evidence: paid/payment signal found; pricing/plan link or text found; submit/add/list button signal found; auth/login signal found | basis: auth/login signal found; payment or paid-listing signal found; submit surface signal found; pricing/plan link or text found,auth/login signal found; payment or paid-listing signal found; submit surface signal found; pricing/plan link or text found,yes,200,yes,https://latestaiupdates.com/,latestaiupdates.com,yes,no,yes,yes,no,no,no,yes,no,no,yes,2026-05-23T10:53:31.583Z,non_binding_suggestion_no_registry_write_no_submission
64,makerpeak,MakerPeak,makerpeak.com,assisted,https://makerpeak.com/sign-up?redirect=%2Fprofile%2Fproducts%2Fsubmit,unknown,unknown,keep_unknown,low,open_manually_before_editing_pricing,evidence: fetch failed | basis: fetch did not succeed: fetch failed,fetch did not succeed: fetch failed,yes,,no,,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2026-05-23T10:53:31.583Z,non_binding_suggestion_no_registry_write_no_submission
65,openfuture-ai,OpenFuture AI,openfuture.ai,assisted,https://openfuture.ai/zh/submit-tool,unknown,unknown,keep_unknown,low,open_manually_before_editing_pricing,evidence: submit-like URL path found; CAPTCHA/Cloudflare signal found | basis: fetch did not succeed,fetch did not succeed,yes,403,no,https://openfuture.ai/zh/submit-tool,openfuture.ai,no,yes,yes,no,no,no,yes,no,no,no,no,2026-05-23T10:53:31.583Z,non_binding_suggestion_no_registry_write_no_submission
66,www-ruanyifeng-com,https://www.ruanyifeng.com,ruanyifeng.com,assisted,https://www.ruanyifeng.com/,unknown,unknown,keep_unknown,low,open_manually_and_record_pricing_evidence,basis: no decisive pricing signal found,no decisive pricing signal found,yes,200,yes,https://www.ruanyifeng.com/,ruanyifeng.com,no,no,no,no,no,no,no,no,no,no,no,2026-05-23T10:53:31.583Z,non_binding_suggestion_no_registry_write_no_submission
67,saaswheel-com,https://saaswheel.com,saaswheel.com,assisted,https://saaswheel.com/,unknown,paid,mark_paid,high,verify_no_free_submission_path_exists_then_mark_paid_or_skip,evidence: paid/payment signal found; pricing/plan link or text found; submit/add/list button signal found; auth/login signal found | basis: auth/login signal found; payment or paid-listing signal found; submit surface signal found; pricing/plan link or text found,auth/login signal found; payment or paid-listing signal found; submit surface signal found; pricing/plan link or text found,yes,200,yes,https://saaswheel.com/,saaswheel.com,yes,no,yes,yes,no,no,no,yes,no,no,yes,2026-05-23T10:53:31.583Z,non_binding_suggestion_no_registry_write_no_submission
68,startupaideas-com,https://startupaideas.com,startupaideas.com,assisted,https://startupaideas.com/,unknown,paid,mark_paid,high,verify_no_free_submission_path_exists_then_mark_paid_or_skip,evidence: paid/payment signal found; pricing/plan link or text found; submit/add/list button signal found; auth/login signal found | basis: auth/login signal found; payment or paid-listing signal found; submit surface signal found; pricing/plan link or text found,auth/login signal found; payment or paid-listing signal found; submit surface signal found; pricing/plan link or text found,yes,200,yes,https://startupaideas.com/,startupaideas.com,yes,no,yes,yes,no,no,no,yes,no,no,yes,2026-05-23T10:53:31.583Z,non_binding_suggestion_no_registry_write_no_submission
69,submission-web-directory,Submission Web Directory,submissionwebdirectory.com,assisted,https://www.submissionwebdirectory.com/,unknown,unknown,keep_unknown,low,open_manually_before_editing_pricing,evidence: submit-like URL path found; CAPTCHA/Cloudflare signal found | basis: fetch did not succeed,fetch did not succeed,yes,403,no,https://www.submissionwebdirectory.com/,submissionwebdirectory.com,no,yes,yes,no,no,no,yes,no,no,no,no,2026-05-23T10:53:31.583Z,non_binding_suggestion_no_registry_write_no_submission
70,submitdirs-com,https://submitdirs.com,submitdirs.com,assisted,https://submitdirs.com/,unknown,freemium,mark_freemium,medium,confirm_free_submission_path_exists_before_any_free_only_plan,evidence: paid/payment signal found; free plus premium/sponsored signal found; pricing/plan link or text found; submit/add/list button signal found; submit-like URL path found; auth/login signal found | basis: auth/login signal found; payment or paid-listing signal found; free plus premium/sponsored signal found; submit surface signal found; pricing/plan link or text found,auth/login signal found; payment or paid-listing signal found; free plus premium/sponsored signal found; submit surface signal found; pricing/plan link or text found,yes,200,yes,https://submitdirs.com/,submitdirs.com,yes,yes,yes,yes,no,no,no,yes,no,yes,yes,2026-05-23T10:53:31.583Z,non_binding_suggestion_no_registry_write_no_submission
71,superaiboom-com,https://superaiboom.com/,superaiboom.com,assisted,https://superaiboom.com/,unknown,paid,mark_paid,high,verify_no_free_submission_path_exists_then_mark_paid_or_skip,evidence: paid/payment signal found; pricing/plan link or text found; submit/add/list button signal found; auth/login signal found | basis: auth/login signal found; payment or paid-listing signal found; submit surface signal found; pricing/plan link or text found,auth/login signal found; payment or paid-listing signal found; submit surface signal found; pricing/plan link or text found,yes,200,yes,https://superaiboom.com/,superaiboom.com,yes,no,yes,yes,no,no,no,yes,no,no,yes,2026-05-23T10:53:31.583Z,non_binding_suggestion_no_registry_write_no_submission
72,v2ex,V2EX,v2ex.com,assisted,https://www.v2ex.com/go/create,unknown,unknown,keep_unknown,low,open_manually_before_editing_pricing,evidence: This operation was aborted | basis: fetch did not succeed: This operation was aborted,fetch did not succeed: This operation was aborted,yes,,no,,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2026-05-23T10:53:31.583Z,non_binding_suggestion_no_registry_write_no_submission
73,w2solo,W2solo,w2solo.com,assisted,https://w2solo.com/topics/newproduct,unknown,unknown,keep_unknown,low,open_manually_and_record_pricing_evidence,evidence: pricing/plan link or text found; auth/login signal found | basis: auth/login signal found; pricing/plan link or text found; no decisive pricing signal found,auth/login signal found; pricing/plan link or text found; no decisive pricing signal found,yes,200,yes,https://w2solo.com/topics/newproduct,w2solo.com,no,no,yes,yes,no,no,no,no,no,no,yes,2026-05-23T10:53:31.583Z,non_binding_suggestion_no_registry_write_no_submission
74,web-okjike-com,即刻,web.okjike.com,assisted,https://web.okjike.com/,unknown,unknown,keep_unknown,low,open_manually_and_record_pricing_evidence,basis: no decisive pricing signal found,no decisive pricing signal found,yes,200,yes,https://web.okjike.com/,web.okjike.com,no,no,no,no,no,no,no,no,no,no,no,2026-05-23T10:53:31.583Z,non_binding_suggestion_no_registry_write_no_submission
75,wechalet-cn,小木屋,wechalet.cn,assisted,https://wechalet.cn/appstore/add,unknown,unknown,keep_unknown,low,open_manually_and_record_pricing_evidence,evidence: pricing/plan link or text found; submit/add/list button signal found | basis: submit surface signal found; pricing/plan link or text found; no decisive pricing signal found,submit surface signal found; pricing/plan link or text found; no decisive pricing signal found,yes,200,yes,https://wechalet.cn/appstore/add,wechalet.cn,yes,no,yes,no,no,no,no,no,no,no,yes,2026-05-23T10:53:31.583Z,non_binding_suggestion_no_registry_write_no_submission
